final_text,sentimentLabel,stemmed_text
katanya perbaikan di tanggal bukanya perbaikan malah makin parah login malah enggak bisa keterangan apk bukan dari playstore lah bagaimana bukan dari playstore ini komen di playstore donwload juga sudah di playstore aneh,negative,baik tanggal buka baik parah login enggak terang apk bukan playstore bukan playstore komen playstore donwload playstore aneh
this application doesnt work properly,neutral,application doesnt work properly
perbaikannya lama banget,positive,baik banget
baca reviewnya dari tahun jebot sudah banyak benar yang kasih bintang satu karena crash error dll dan sudah tahun juga tetap konsisten errornya udahan yuk errornya sudah banyak banget yang pengin dan suka baca cuma ya kalo error mulu bagaimana,negative,baca reviewnya jebot kasih bintang crash error dll konsisten errornya udahan yuk errornya banget pengin suka baca ya kalo error mulu
aplikasi bosokkkk arep moco saja angel,negative,aplikasi bosokkkk arep moco angel
aplikasi tidak bisa digunakan setelah diperbaharui,negative,aplikasi tidak baharu
tidak bisa login selalu muncul peringatan perangkat tidak bisa diverifikasi dan disuruh menggunakan aplikasi resmi dari playstore padahal saya download nya ya dari playstore sayang sekali padahal bukubukunya bagus,negative,tidak login muncul ingat perangkat tidak verifikasi suruh aplikasi resmi playstore download nya ya playstore sayang bukubukunya bagus
jelek gangguan terus,negative,jelek ganggu
aplikasi terambruk sudah tahun tapi masih saja tampilan uiux nya kampungan macam enggak pakai duit negara saja untuk developnya koruptor lu semua,negative,aplikasi ambruk tampil uiux nya kampung enggak pakai duit negara developnya koruptor
kalau enggak niat buat aplikasi mending dananya dipakai buat sesuatu yang lebih bermanfaat sudah enggak bisa minjem lewat web update aplikasi malah dikira enggak resmi dari playstore,positive,enggak niat aplikasi mending dana pakai manfaat enggak minjem web update aplikasi enggak resmi playstore
error terus,negative,error
aplikasi setengah hati baru download sehari dalam sehari itu juga aplikasi susah dibuka dan digunakan dengan dalih aplikasi tidak resmi dan mobile phone yang tidak resmi padahal semuanya resmi untuk aplikasi sekelas lembaga nasional dan untuk kepentingan publik aplikasi ini seperti aplikasi murahan tanpa adanya maintenance yang baik banyak sekali bugs di sistemnya sungguh sangat ironi dimana seharusnya setiap warga negara indonesia bisa akses perpustakaan nasional miris sekali,negative,aplikasi hati download hari hari aplikasi susah buka dalih aplikasi tidak resmi mobile phone tidak resmi resmi aplikasi kelas lembaga nasional penting publik aplikasi aplikasi murah maintenance bugs sistem sungguh ironi mana warga negara indonesia akses pustaka nasional miris
sering keluar sendiri,neutral,
akun suka log out sendiri terus susah kalau mau log ini lagi,negative,akun suka log susah log
minn tolong dong kenapa setiap mau login di aplikasi verifikasi perangkat gagal mulu padahal kalau login di web ipusnas bisa masukkk mau baca jadi susah min tolong dong min diperbaiki sistem aplikasinya,negative,minn tolong login aplikasi verifikasi perangkat gagal mulu login web ipusnas masukkk baca susah min tolong min baik sistem aplikasi
makin kesini makin rewel error mulu kocak,negative,kesini rewel error mulu kocak
aplikasi ini seiring berjalannya waktu bukannya makin baik tapi makin buruk sudah sebulan saya enggak bisa download buku sekarang saya malah enggak bisa masuk enggak bisa log ini,negative,aplikasi iring jalan buruk bulan enggak download buku enggak masuk enggak log
efek dana kena efisiensi aplikasi sepenting ini jadi enggak ada dana buat perbaikan yang proper,positive,efek dana kena efisiensi aplikasi penting enggak dana baik proper
why i cant open this app pesan system muncul verifikasi perangkat gagal duh sudah sekian lama maintenance dan setelahnya juga tambah parah tolong dong adminnya dibenerin ini appnya,negative,cant open app pesan system muncul verifikasi perangkat gagal duh sekian maintenance telah parah tolong adminnya dibenerin appnya
tidak bisa log ini,negative,tidak log
aplikasinya enggak jelas masa mau login saja sudah kayak mau ketemuan sama muhammad ali lama banget buset,negative,aplikasi enggak login kayak ketemu muhammad ali banget buset
enggak bisa daftar akun dikira download aplikasi dari luar padahal dari playstore,negative,enggak daftar akun download aplikasi playstore
gagal verifikasi perangkat,negative,gagal verifikasi perangkat
ini ipusnas lagi kenapa sih kok aku enggak bisa masuk terus,negative,ipusnas sih enggak masuk
baru kemarin benar sekarang bapuk lagi tolong laaah,positive,kemarin bapuk tolong laaah
sudah hampir sebulan maintenance enggak selesaiselesai,negative,bulan maintenance enggak selesaiselesai
aplikasi aneh update terus tapi malah jadi jelek barusan mau buka aplikasi malah dibilang bukan download secara resmi orang download pakai play store bagaimana sih,negative,aplikasi aneh update jelek barusan buka aplikasi bilang bukan download resmi orang download pakai play store sih
this app doesnt work properly i cant even log ini,neutral,app doesnt work properly cant even log
busukk banget error terus maintenance lama enggak pernah benar anehhhhh,negative,busukk banget error maintenance enggak anehhhhh
tolong ditingkatkan aplikasinya biar rating nya tinggi,negative,tolong tingkat aplikasi biar rating nya
laaahh dalah malah enggak bisa dibuka padahal katanye maintenance sampai tanggal januari,negative,laaahh dalah enggak buka katanye maintenance tanggal januari
aduh pada kerja oy benerin nih app,neutral,aduh kerja oy benerin nih app
lumayan melelahkan untuk bagian masuk terutama data login yang terhapus secara terus menerus juga tidak terintegrasi antar platform itu melelahkan untuk pengguna ketika ingin berpindah media membaca,negative,lumayan lelah masuk data login hapus terus tidak integrasi platform lelah guna pindah media baca
enggak bisa login,neutral,enggak login
noooo uang ppn yang aku bayar buat belanja belum digunakan buat bikin aplikasi ipusnas jadi crash,negative,noooo uang ppn bayar belanja bikin aplikasi ipusnas crash
tidak bisa login,negative,tidak login
habis update enggak bisa dibuka samsekkkk mau baca buku saja dipersulittt,positive,habis update enggak buka samsekkkk baca buku dipersulittt
dibuka saja kagak bisa bloon,negative,buka kagak bloon
dari beberapa hari ini kenapa bermasalah terus ya sudah coba dibeberapa device tetap tidak bisa mulai dari tidak bisa pinjam tidak bisa buka notif apk yang yang katanya bukan unduh di play store sampai tutup sendiri,negative,masalah ya coba beberapa device tidak tidak pinjam tidak buka notif apk bukan unduh play store tutup
tidak bisa login dibilang karena perangkat enggak diverifikasi padahal memang sudah download dari google play store langsung,negative,tidak login bilang perangkat enggak verifikasi download google play store langsung
kok sudah di update tapi waktu masuk enggak bisa ya pak katanya verivikasi nya gagal aneh banget,negative,update masuk enggak ya verivikasi nya gagal aneh banget
kenapa setelah diupdate malah tidak bisa buka,negative,diupdate tidak buka
yang paling penting dulu ini adalah aplikasi terburuk dengan banyak sekali masalah gagal login maintenance bermingguminggu masalah peminjaman dan seterusnya ini aplikasi pemerintah didanai dengan uang negara tapi kok amburadul dan enggak beres sama sekali niatnya untuk mencerdaskan anak bangsa tapi eksekusinya sangat bodoh terus yang sama sekali enggak penting harus banget ya pasang wajah presiden wapres di halaman login memang ngaruh begitu bikin illfeel saja bikin berat sistem,negative,aplikasi buruk gagal login maintenance bermingguminggu pinjam aplikasi perintah dana uang negara amburadul enggak beres niat cerdas anak bangsa eksekusi bodoh enggak banget ya pasang wajah presiden wapres halaman login ngaruh bikin illfeel bikin berat sistem
aplikasi lu eror mulu deh padahal di website bisa dibuka kok benerin dong alah,negative,aplikasi eror mulu deh website buka benerin alah
every update tapi the latest version has actually caused the apps performance tapi decline dramatically ini addition tapi difficulties logging ini due tapi device verification failures the number of books available for borrowing has decreased and they are less interesting the version is still better,positive,every update latest version actually caused apps performance decline dramatically addition difficulties logging due device verification failures number books available borrowing decreased less interesting version still better
di edit bukannya makin bagus malah makin ampas,negative,edit bagus ampas
sumpah kenapa enggak bisa masuk terus sama enggak bisa pinjam buku perasaan dulu enggak bapuk begini deh ipusnas,negative,sumpah enggak masuk enggak pinjam buku asa enggak bapuk deh ipusnas
sering error,negative,error
setelah update kenapa enggak bisa dibuka katanya verifikasi perangkat gagal help min,negative,update enggak buka verifikasi perangkat gagal help min
sungguh disayangkan menunggu lama tapi pada akhirnya eror lagi,negative,sungguh sayang tunggu eror
yang benar kocak bermasalah mulu,negative,kocak masalah mulu
setelah diupdate aplikasi malah tidak bisa diakses,negative,diupdate aplikasi tidak akses
kenapa jadi tidak bisa masuk verifikasi perangkat gagal aneh,negative,tidak masuk verifikasi perangkat gagal aneh
maintenance lama enggak benar disuruh update habis update malah enggak bisa login verifikasi perangkat gagal,negative,maintenance enggak suruh update habis update enggak login verifikasi perangkat gagal
kok jadi enggak bisa login ya,positive,enggak login ya
update terbaru per januari tidak bisa login keterangannya tidak bisa memverifikasi perangkat anda silakan unduh aplikasi resmi dari google store dan tidak memodifikasi perangkat sudah coba berulang kali tetap enggak bisa,negative,update baru januari tidak login terang tidak verifikasi perangkat sila unduh aplikasi resmi google store tidak modifikasi perangkat coba ulang kali enggak
setelah update apk tidak bisa dibuka sama sekali keterangannya tidak dapat verifikasi perangkat dan diharapkan pakai aplikasi resmi dari google play setelah uninstall dan install ulang baru bisa dipakai normal tapi cuma sekali beberapa jam kemudia kembali tidak bisa dibuka sama sekali,negative,update apk tidak buka terang tidak verifikasi perangkat harap pakai aplikasi resmi google play uninstall install ulang pakai normal jam kemudia tidak buka
cant even login,neutral,cant even login
please tell me kalian kena efesiensi anggaran kan makanya maintenance hampir satu bulan dan sekarang disuruh update tapi enggak bisa login dan kalopun bisa login pinjam buku pun enggak bisa,negative,please tell kena efesiensi anggar maintenance suruh update enggak login kalo login pinjam buku enggak
enggak bisa dibuka lagi kocak,negative,enggak buka kocak
aplikasinya enggak bisa dibuka karena gagal verifikasi perangkat dan selalu diminta untuk download dari aplikasi resmi padahal mah downloadnya sudah dari playstore aneh banget,negative,aplikasi enggak buka gagal verifikasi perangkat download aplikasi resmi mah downloadnya playstore aneh banget
enggak niat lu bikin aplikasi,negative,enggak niat bikin aplikasi
busuk banget nih aplikasi,negative,busuk banget nih aplikasi
sudah update masih tidak bisa pinjam buku tibatiba terlogout katanya perangkat tidak bisa diverifikasi harus download aplikasi dari play store dan perangkat tidak dimodif padahal ini download dari play store ponsel saya juga normal,negative,update tidak pinjam buku tibatiba terlogout perangkat tidak verifikasi download aplikasi play store perangkat tidak dimodif download play store ponsel normal
di update malah enggak bisa login,neutral,update enggak login
terlalu banyak problem,negative,problem
got please install from play store without modified apps notice please fix itu thank you,negative,got please install play store without modified apps notice please fix thank
enggak bisa masukk,neutral,enggak masukk
aplikasinya kok enggak bisa dibuka padahal banyak buku yang pengin saya pinjam,negative,aplikasi enggak buka buku pengin pinjam
update mulu tapi enggak ada bagusnya makin susah di akses,negative,update mulu enggak bagus susah akses
sayang sekali koleksi buku bagus tapi aplikasi sangat buruk,negative,sayang koleksi buku bagus aplikasi buruk
enggak bisa pinjam buku,neutral,enggak pinjam buku
terdeteksi aplikasi dimodifikasi padahal download dari playstore aplikasinya makin enggak bisa digunakan,negative,deteksi aplikasi modifikasi download playstore aplikasi enggak
baruuuu saja semalam senang karena ipusnas sudah bisa pinjam lagi sekarang enggak bisa login karena tidak dapat memverifikasi perangkat semoga bisa di tindak lanjuti ya download nya dari playstore saja ini bukan dari app illegal dll,negative,baruuuu malam senang ipusnas pinjam enggak login tidak verifikasi perangkat moga tindak lanjut ya download nya playstore bukan app illegal dll
verifikasi perangkat gagal terus bagaimana kudu memakai perangkat desa kah atau seperangkat alat sholat,positive,verifikasi perangkat gagal kudu pakai perangkat desa kah perangkat alat sholat
after a long period of downtime due tapi maintenance i couldnt log into the app i was very frustrated,neutral,long period downtime due maintenance couldnt log app frustrated
enggak bisa pinjem buku ini tolong diperbaiki dong,positive,enggak pinjem buku tolong baik
di sih oke tapi sayangnya belakangan error mulu hari ini dijanjikan bisa digunakan setelah maintainece lama ternyata malah enggak bisa dibuka dianggap aplikasi yang diinstall bukan dari google play,negative,sih oke sayang error mulu janji maintainece enggak buka anggap aplikasi diinstall bukan google play
maintenance sampai sebulan setelah ditentuin tanggal selesainya ternyata php sangat mengecewakan,negative,maintenance bulan ditentuin tanggal selesai php kecewa
aplikasinya kok enggak bisa dipakai sih benerin dong,negative,aplikasi enggak pakai sih benerin
wah aplikasi yang sangat mengesankan dalam hal ribetnya untuk dipakai,negative,aplikasi kesan ribetnya pakai
ada error ketika login kami tidak dapat memverifikasi perangkat anda pastikan anda menggunakan aplikasi resmi dari play store dan perangkat tidak dimodifikasi padahal instal aplikasi ini dari play store tapi masih tetap tidaj bisa login,negative,error login tidak verifikasi perangkat pasti aplikasi resmi play store perangkat tidak modifikasi instal aplikasi play store tidaj login
enggak bisa pinjam buku,neutral,enggak pinjam buku
katanya perbaikan kelar tanggal januari ini kenapa apk nya logout sendiri dan pas mau login malah enggak bisa terus muncul keterangnya harus mengunakan apk resmi download dari playstore dan apk tidak dimodifikasi padahal apk di download lewat playstore loh dan tidak ada modifikasi dalam bentuk apapun sudah menunggu lama masa hasilnya begini sih,neutral,baik kelar tanggal januari apk nya logout pas login enggak muncul terang mengunakan apk resmi download playstore apk tidak modifikasi apk download playstore tidak modifikasi bentuk apa tunggu hasil sih
bagus aplikasinya berfungsi dengan baik dan cepat kerjanya,negative,bagus aplikasi fungsi cepat kerja
enggak bisa pinjam buku ada masalah saat mengirim data keterangannya,negative,enggak pinjam buku kirim data terang
enggak bisa minjem buku,neutral,enggak minjem buku
jelek banget banget sistemnya semenjak diperbaharui malah enggak bisa didowload sama sekali,negative,jelek banget banget sistem semenjak baharu enggak didowload
tidak bisa download buku padahal kemarin bisa sekarang error muncul javailegalstate tolong diperbaiki nama doang perpustakaan nasional tapi enggak bisa minjem buku,negative,tidak download buku kemarin error muncul javailegalstate tolong baik nama doang pustaka nasional enggak minjem buku
menggunakan di devicesamsung atab huawei matepad sebook reader meebookdi hp dan tab bisa log ini tapi tidak bisa pinjam buku karena errordi ebook reader tidak compatible dan harus pakai apkdan tidak bisa log incoba pakai versi web juga tidak bisa pinjam buku karena harus pakai windows hello di laptop dan perangkat tambahan di tab yang tidak tersedia semoga ada perbaikanpaling tidak compatible dengan ebook reader agar membaca lebih nyaman,negative,devicesamsung atab huawei matepad sebook reader meebookdi hp tab log tidak pinjam buku errordi ebook reader tidak compatible pakai apkdan tidak log incoba pakai versi web tidak pinjam buku pakai windows hello laptop perangkat tambah tab tidak sedia moga perbaikanpaling tidak compatible ebook reader baca nyaman
error terus enggak bisa dipakai baca buku sama sekali,negative,error enggak pakai baca buku
versi updatenya kacau,neutral,versi updatenya kacau
eror mulu ngapa deh gaguna anjir tiap mau pinjem enggak bisa terus,negative,eror mulu ngapa deh gaguna anjir pinjem enggak
mau pinjam buku tidak bisa cta nya enggak muncul,negative,pinjam buku tidak cta nya enggak muncul
aplikasi tidak bisa dibuka sampai sekarang mohon bantuannya ipusnas,negative,aplikasi tidak buka mohon bantu ipusnas
kenapa ya sudah enggak bisa pinjam buku di ipusnas error kah atau bagaimana,negative,ya enggak pinjam buku ipusnas error kah
kak enggak bisa pinjam buku kenapa,neutral,kak enggak pinjam buku
when i klik pinjam itu shows javalangillegalstateexception expected begin_object but was string at path please fix itu,negative,klik pinjam shows javalangillegalstateexception expected begin object string path please fix
saya mau download buku untuk dibaca namun tidak bisa di unduh muncul tulisan tolong segera diperbaiki sudah lama ini begini terus,negative,download buku baca tidak unduh muncul tulis tolong baik
ini enggak pernah di maintenance apa ya riwayat buku yang dibaca pada enggak ada terus mau pinjem error terus kesel banget,negative,enggak maintenance ya riwayat buku baca enggak pinjem error kesel banget
error melulu buku apapun enggak bisa dipinjam saya uninstall saja deh byebye,negative,error melulu buku apa enggak pinjam uninstall deh byebye
saya suka baru kali membaca buku disini namun selanjutnya mau pinjam buku kok enggak bisa ya,positive,suka kali baca buku pinjam buku enggak ya
koleksinya enggak ada yang bisa dibaca tiap kali klik pinjam buku apapun itu tulisannya error mulu menyesal nginstall,negative,koleksi enggak baca kali klik pinjam buku apa tulis error mulu sesal nginstall
tidak dapat meminjam buku walaupun buku itu tersedia,negative,tidak pinjam buku buku sedia
enggak bisa download satupun,positive,enggak download satu
tidak bisa pinjam buku apapun aplikasi tidak kunjung di perbaiki,negative,tidak pinjam buku apa aplikasi tidak kunjung baik
perpustakaan digital dengan banyak genre buku seperti fiksi literasi ensiklopediadan buku cerita anak masih ada genre lainnya juga banyak bukubuku dari penulis terkenal seperti buya hamka douwes dekker sapardi djoko sedangkan user experience masih perlu perbaikan di sanasini terima kasih ipusnas untuk koleksi bukunya sangat bermanfaat update muncul error saat meminjam buku yang direkomendasikan,positive,pustaka digital genre buku fiksi literasi ensiklopediadan buku cerita anak genre bukubuku tulis kenal buya hamka douwes dekker sapardi djoko user experience baik sanasini terima kasih ipusnas koleksi buku manfaat update muncul error pinjam buku rekomendasi
update sekarang saya menggunakan android dan error javalangillegalstateexception jadi ya tidak bisa pinjam update selalu force close saat mau baca buku yang sudah di pinjam saya pakai android bagus banget bermanfaat sekali semoga lebih banyak koleksi buku barusnya termasuk buku yang lagu populer saat ini oh ya satu pertanyaan bagaimana caranya memasukkan buku ke wishlist ya dicaricari kok enggak ketemu,positive,update android error javalangillegalstateexception ya tidak pinjam update force close baca buku pinjam pakai android bagus banget manfaat moga koleksi buku barusnya buku lagu populer oh ya masuk buku wishlist ya dicaricari enggak ketemu
kenapa sih tiap mau klik pinjam buku selalu keterangannya error javascript melulu apapun buku yang mau dipinjam,negative,sih klik pinjam buku terang error javascript melulu apa buku pinjam
buku tidak bisa dipinjam mohon bantuannya untuk memperbaiki bug pada aplikasi,negative,buku tidak pinjam mohon bantu baik bug aplikasi
tibatiba enggak bisa pinjam buku sudah klik pinjam tapi ada tulisan java error dll sudah bolakbalik uninstallinstall tapi tetap enggak bisa pinjam buku,negative,tibatiba enggak pinjam buku klik pinjam tulis java error dll bolakbalik uninstallinstall enggak pinjam buku
sangat tidak user friendly dan sering error,negative,tidak user friendly error
why i cant read the book is always error if i borrow a book cannot open itu,negative,cant read book always error borrow book open
selalu error saat mau pinjam buku maaf saya uninstall,negative,error pinjam buku maaf uninstall
enggak bisa pinjem buku eror terus,negative,enggak pinjem buku eror
sejak semalam enggak bisa pinjam buku sudah coba berulang kali apa servernya sedang bermasalah,negative,malam enggak pinjam buku coba ulang kali servernya masalah
kualitas sudah bagus koleksi buku sudah banyak tapi tidak bisa meminjam dan muncul java lang setiap klik pinjam mohon bantuannya,negative,kualitas bagus koleksi buku tidak pinjam muncul java lang klik pinjam mohon bantu
muncul error ketika mau pinjam error javalangllegalstateexception expected begin_object but was,negative,muncul error pinjam error javalangllegalstateexception expected begin object
force close unable tapi download confusing queue mechanism great,positive,force close unable download confusing queue mechanism great
enggak bisa pinjem buku sudah lebih dari kali coba dan pas cek ke rak buku nya enggak ada,neutral,enggak pinjem buku kali coba pas cek rak buku nya enggak
semoga ini dianggap kritik yang membangun ya jujur awalnya aku suka nemu apps ini deh berhasil beberapa kali pinjam tapi akhir ini setiap klik button pinjam selalu ada error system java lang bla bla bla deh coba report juga di menu bantuan juga belum ada respon dan perbaikan bahkan sudah sempat install ulang masih sama saja jadi ya kecewa sih kita kita ini butuh aplikasi seperti ini baca mudah dan bisa dimana saja gratis pula jadi please noted concern saya ini yamksih,positive,moga anggap kritik bangun ya jujur suka nemu apps deh hasil kali pinjam klik button pinjam error system java lang bla bla bla deh coba report menu bantu respon baik install ulang ya kecewa sih butuh aplikasi baca mudah mana gratis please noted concern yamksih
enggak bisa pinjam buku dan sudah lama kayak begini enggak pernah ada perbaikan sama sekali tolong lah,neutral,enggak pinjam buku kayak enggak baik tolong
useless app tidak bisa pinjam buku apapun,negative,useless app tidak pinjam buku apa
benaran ya min sumpah jengkel benar ini sudah dari waktu itu loh ya gua mau pinjam buku masih enggak bisa bisa sampai sekarang ayolah min kalo rating apk lu sudah jelek ya improve lah benerin apa yang perlu dibenerin ini gua lagi butuh banget soalnya elah masih saja tetap enggak bisa pinjam buku perbaiki secepatnya error nya tolong,negative,benar ya min sumpah jengkel ya gua pinjam buku enggak ayo min kalo rating apk jelek ya improve benerin dibenerin gua butuh banget elah enggak pinjam buku baik cepat error nya tolong
ini kenapa sih rusak banget aplikasinya jelek kacau enggak kayak tahun kemarin sebelum tampilannya berubah kayak begini mau download enggak bisa sudah uninstal juga enggak bisa plis benerin aplikasi ya allah pak bu ini kita mau baca doang loh ya allah istigfar ih,negative,sih rusak banget aplikasi jelek kacau enggak kayak kemarin tampil ubah kayak download enggak uninstal enggak plis benerin aplikasi ya allah bu baca doang ya allah istigfar ih
bangun indonesia cerdas,neutral,bangun indonesia cerdas
enggak bisa minjem buku sudah minggu kacau,neutral,enggak minjem buku minggu kacau
lebih sering error susah juga mencari buku kalo enggak lihat dari riwayat bacaan orang lain masih banyak yang harus diperbaiki kapan anjir dibenerinnya lama benar eror,negative,error susah cari buku kalo enggak lihat riwayat baca orang baik anjir dibenerinnya eror
setelah diupdate aplikasinya tidak bisa dibuka kalaupun bisa dibuka ketika baca tiba tiba force close dan ini terjadi sudah lama sudah berbulan bulan tapi tetap juga tidak diperbaiki mengapa sih edited benaran enggak bakal diperbaiki kah sekarang force close nya jarang terjadi tapi menambah masalah jadi sulit pinjam buku padahal stok copy bukunya masih banyak mengapa sih,negative,diupdate aplikasi tidak buka buka baca force close bulan tidak baik sih edited benar enggak baik kah force close nya jarang tambah sulit pinjam buku stok copy buku sih
momen ketika apps ngebug error swasta update sistem debugging benerin server dll jam kelar bahkan lebih cepat pemerintah nyante dulu enggak sih baru bulan ngebug,negative,momen apps ngebug error swasta update sistem debugging benerin server dll jam kelar cepat perintah nyante enggak sih ngebug
ini kenapa enggak bisa melulu mau pinjamm baru juga mencoba sudah kecewa,negative,enggak melulu pinjamm coba kecewa
sayang sekali selalu gagal mengunduh buku yang hendak dibaca bahkan ketika saya coba unduh buku random tetap tidak bisa,negative,sayang gagal unduh buku baca coba unduh buku random tidak
aplikasi eror saya tidak bisa meminjam buku apapun,negative,aplikasi eror tidak pinjam buku apa
ada apa dengan ipusnas enggak bisa minjem buku eror mulu tolong diperbaiki,neutral,ipusnas enggak minjem buku eror mulu tolong baik
enggak bisa download bukunya padahal sebelumnya bisa,neutral,enggak download buku
for almost weeks i couldnt borrow books via this apps every time i click pinjam the notification javalangillegal xxx appears why does that happen please fix itu sok everyone can access again,negative,almost weeks couldnt borrow books via apps every time click pinjam notification javalangillegal xxx appears happen please fix sok everyone access
aplikasinya sebenarnya bangus banget cuman kenapa ini sudah hampir sebulan enggak bisa pinjem bukuu,negative,aplikasi bangus banget cuman bulan enggak pinjem bukuu
perbaiki dong muncul pesan error javalangillegalstateexception terus,negative,baik muncul pesan error javalangillegalstateexception
error saat meminjam tolong cek bugs,negative,error pinjam tolong cek bugs
enggak bisa pinjem buku ih error apa ya,negative,enggak pinjem buku ih error ya
lama banget dibenerin bugnya astaga,neutral,banget dibenerin bugnya astaga
mengapai coba update ui tampilan kalau enggak guna buatlah yang simpel tapi bisa bermanfaat kalau punya proyek program buat masyarakat mbok ya dirampungin tuntas bisa kannnn,positive,kapai coba update ui tampil enggak buat simpel manfaat proyek program masyarakat mbok ya dirampungin tuntas kannnn
malah enggak bisa pinjam buku,neutral,enggak pinjam buku
aplikasi literasi enggak keurus yang penting makan sampai mampus,negative,aplikasi literasi enggak urus makan mampus
enggak bisa pinjem buku selalu error koleksi buku enggak lengkap,negative,enggak pinjem buku error koleksi buku enggak lengkap
aneh selalu enggak bisa mendownload buku yang ingin di pinjam tolong developer di perbaiki dan dibenahi lagi aplikasinya,negative,aneh enggak mendownload buku pinjam tolong developer baik benah aplikasi
error mulu,negative,error mulu
tidak bisa pinjam buku,negative,tidak pinjam buku
enggak bisa pinjam buku loading terus,neutral,enggak pinjam buku loading
fungsi pinjam gagal terus tolong perbaiki bug terima kasih,positive,fungsi pinjam gagal tolong baik bug terima kasih
bagaimana sih ini sering banget error padahal sinyalnya lancarlancar saja belum lagi suka tibatiba keluar sendiri dari aplikasinya terus susah buat ngunduh buku ditambah stok bukunya dikit banget jadinya enggak nyaman mau baca juga mohon tanggapannya dan tolong ubah jadi lebih baik dong tambahan januari ini kenapa jadi enggak bisa minjem sih padahal stoknya full lho tolong dong ini solusinya bagaimana harus ada perkembangan dong jangan begitu saja bagaimana sih,positive,sih banget error sinyal lancarlancar suka tibatiba aplikasi susah ngunduh buku tambah stok buku dikit banget enggak nyaman baca mohon tanggap tolong ubah tambah januari enggak minjem sih stok full lho tolong solusi kembang sih
bukunya enggak ada yang bisa dipinjam keterangan error java lang ilegal apakah ada solusi,negative,buku enggak pinjam terang error java lang ilegal solusi
bagus banyak banget buku nya mulai dari yang popular sampai unpopular minus nya kadang buku yang populer mengantri nya lama banget kadang suka eror pas mau pencet pinjam lama banget menunggu nya,positive,bagus banget buku nya popular unpopular minus nya kadang buku populer antri nya banget kadang suka eror pas pencet pinjam banget tunggu nya
enggak bisa pinjem buku padahal sisa copy nya masih banyak,negative,enggak pinjem buku sisa copy nya
bukunya enggak bisa dipinjam,neutral,buku enggak pinjam
maintenance busukkkk,neutral,maintenance busukkkk
halo akhir ini setiap mencoba mengunduh buku dari ipusnas knapa gagal terus ya mohon diperbaiki sistemnya ya saya akan berikan bintang lagi kalo masalah sudah teratasi thanks,positive,halo coba unduh buku ipusnas knapa gagal ya mohon baik sistem ya bintang kalo atas thanks
jelek banget kenapa tidak dapat meminjam buku selalu dapat pemberitahuan error saat mencoba meminjam buku,negative,jelek banget tidak pinjam buku pemberitahuan error coba pinjam buku
tidak bisa meminjam error terus,negative,tidak pinjam error
dari mulai log ini pinjem buku sampai baca bukunya pasti salah satunya ada yang enggak bisa kenapa ya masalah seperti selalu saja ada,positive,log pinjem buku baca buku salah satu enggak ya
tidak bisa pinjam buku padahal tersedia java lang error,negative,tidak pinjam buku sedia java lang error
mau pinjem buku error terus sudah seminggu ini,negative,pinjem buku error minggu
benaran deh sudah hampir tahun ini enggak bisa terus mau baca buku di ipusnas sebelumnya aplikasi suka tutup sendiriforce close sekarang malah mau pinjam loading lamaaa sampai enggak bisa sudah di refresh pun enggak bisa hmmm kapan ya bisa enak pinjam dan baca buku lagi di app ini,positive,benar deh enggak baca buku ipusnas aplikasi suka tutup sendiriforce close pinjam loading lamaaa enggak refresh enggak hmmm ya enak pinjam baca buku app
sudah beberapa waktu gagal pinjam ada keterangan error setiap kali klik pinjam padahal buku tersedia mohon diperbaiki,negative,gagal pinjam terang error kali klik pinjam buku sedia mohon baik
sering error appsnya,negative,error appsnya
kenapa aku enggak bisa baca bukunya banyak stoked sudah ngeklik pinjam tapi enggak bisa di apa apai sudah dari lama,negative,enggak baca buku stoked ngeklik pinjam enggak apa
aplikasi menyebalkan,negative,aplikasi sebal
ini kenapa sih minjem buku enggak bisa heran,positive,sih minjem buku enggak heran
app nya error tidak bisa mendownload buku yang dipinjam sudah di reinstall tapi tetap sama saja masih error tolong segera diperbaiki terima kasih,negative,app nya error tidak mendownload buku pinjam reinstall error tolong baik terima kasih
ini sudah semingguan aku mau minjem buku tapi enggak bisa bisa dengan keterangan error terus tolong segera periakin dong aku sampai uninstall dan install lagi tapi masih sama,negative,minggu minjem buku enggak terang error tolong periakin uninstall install
ini bagaimana sih eror terus bukunya mau dipinjam tolong diperbaiki dong saya mau baca ini,positive,sih eror buku pinjam tolong baik baca
kenapa ipusnas enggak bisa didownload bukunya semoga kedepannya bisa diperbaiki,positive,ipusnas enggak didownload buku moga depan baik
sering macet buku yang sudah dipinjam saat mau baca enggak bisa di download masih banyak lagi jenis macetnya mohon diperbaiki dong,positive,macet buku pinjam baca enggak download jenis macet mohon baik
kalo bisa dikasih kukasih deh,positive,kalo kasih kasih deh
aplikasi nya sangat membantu,negative,aplikasi nya bantu
sudah beberapa waktu aku tidak dapat meminjam ebook di ipusnas tetapi dapat melakukan peminjaman di eperpusdikbud,negative,tidak pinjam ebook ipusnas pinjam eperpusdikbud
sudah ada perbaikan lumayan lah,positive,baik lumayan
sudah berharihari tidak bisa akses pinjam garagara enggak bisa akses ke databasenya mohon developer menangani kejadian ini,negative,berharihari tidak akses pinjam garagara enggak akses databasenya mohon developer tangan jadi
aplikasi sering eror tolonglah diperbaiki saya sangat butuh ebook ini untuk referensi skripsi,negative,aplikasi eror tolong baik butuh ebook referensi skripsi
