content,case_folding,cleaning,slang,tokenizing,filtered,stemmed,final_text,sentimentLabel
"bukunya ga ada yang bisa dipinjam, keterangan error Java Lang Ilegal, apakah ada solusi?","bukunya ga ada yang bisa dipinjam, keterangan error java lang ilegal, apakah ada solusi?",bukunya ga ada yang bisa dipinjam keterangan error java lang ilegal apakah ada solusi,bukunya enggak ada yang bisa dipinjam keterangan error java lang ilegal apakah ada solusi,"['bukunya', 'enggak', 'ada', 'yang', 'bisa', 'dipinjam', 'keterangan', 'error', 'java', 'lang', 'ilegal', 'apakah', 'ada', 'solusi']","['bukunya', 'enggak', 'dipinjam', 'keterangan', 'error', 'java', 'lang', 'ilegal', 'solusi']","['buku', 'enggak', 'pinjam', 'terang', 'error', 'java', 'lang', 'ilegal', 'solusi']",buku enggak pinjam terang error java lang ilegal solusi,negative
"bagus, banyak banget buku nya, mulai dari yang popular sampai unpopular. minus nya kadang buku yang populer ngantri nya lama banget & kadang suka eror pas mau pencet ""pinjam"" lama banget nunggu nya.","bagus, banyak banget buku nya, mulai dari yang popular sampai unpopular. minus nya kadang buku yang populer ngantri nya lama banget & kadang suka eror pas mau pencet ""pinjam"" lama banget nunggu nya.",bagus banyak banget buku nya mulai dari yang popular sampai unpopular minus nya kadang buku yang populer ngantri nya lama banget kadang suka eror pas mau pencet pinjam lama banget nunggu nya,bagus banyak banget buku nya mulai dari yang popular sampai unpopular minus nya kadang buku yang populer mengantri nya lama banget kadang suka eror pas mau pencet pinjam lama banget menunggu nya,"['bagus', 'banyak', 'banget', 'buku', 'nya', 'mulai', 'dari', 'yang', 'popular', 'sampai', 'unpopular', 'minus', 'nya', 'kadang', 'buku', 'yang', 'populer', 'mengantri', 'nya', 'lama', 'banget', 'kadang', 'suka', 'eror', 'pas', 'mau', 'pencet', 'pinjam', 'lama', 'banget', 'menunggu', 'nya']","['bagus', 'banget', 'buku', 'nya', 'popular', 'unpopular', 'minus', 'nya', 'kadang', 'buku', 'populer', 'mengantri', 'nya', 'banget', 'kadang', 'suka', 'eror', 'pas', 'pencet', 'pinjam', 'banget', 'menunggu', 'nya']","['bagus', 'banget', 'buku', 'nya', 'popular', 'unpopular', 'minus', 'nya', 'kadang', 'buku', 'populer', 'antri', 'nya', 'banget', 'kadang', 'suka', 'eror', 'pas', 'pencet', 'pinjam', 'banget', 'tunggu', 'nya']",bagus banget buku nya popular unpopular minus nya kadang buku populer antri nya banget kadang suka eror pas pencet pinjam banget tunggu nya,positive
"ga bisa pinjem buku, padahal sisa copy nya masih banyak","ga bisa pinjem buku, padahal sisa copy nya masih banyak",ga bisa pinjem buku padahal sisa copy nya masih banyak,enggak bisa pinjem buku padahal sisa copy nya masih banyak,"['enggak', 'bisa', 'pinjem', 'buku', 'padahal', 'sisa', 'copy', 'nya', 'masih', 'banyak']","['enggak', 'pinjem', 'buku', 'sisa', 'copy', 'nya']","['enggak', 'pinjem', 'buku', 'sisa', 'copy', 'nya']",enggak pinjem buku sisa copy nya,negative
Bukunya gak bisa dipinjam,bukunya gak bisa dipinjam,bukunya gak bisa dipinjam,bukunya enggak bisa dipinjam,"['bukunya', 'enggak', 'bisa', 'dipinjam']","['bukunya', 'enggak', 'dipinjam']","['buku', 'enggak', 'pinjam']",buku enggak pinjam,neutral
maintenance busukkkk,maintenance busukkkk,maintenance busukkkk,maintenance busukkkk,"['maintenance', 'busukkkk']","['maintenance', 'busukkkk']","['maintenance', 'busukkkk']",maintenance busukkkk,negative
"Halo, akhir2 ini setiap mencoba mengunduh buku dari ipusnas knapa gagal terus ya? Mohon diperbaiki sistemnya ya. Saya akan berikan bintang 5 lagi kalo masalah sudah teratasi. Thanks","halo, akhir2 ini setiap mencoba mengunduh buku dari ipusnas knapa gagal terus ya? mohon diperbaiki sistemnya ya. saya akan berikan bintang 5 lagi kalo masalah sudah teratasi. thanks",halo akhir ini setiap mencoba mengunduh buku dari ipusnas knapa gagal terus ya mohon diperbaiki sistemnya ya saya akan berikan bintang lagi kalo masalah sudah teratasi thanks,halo akhir ini setiap mencoba mengunduh buku dari ipusnas knapa gagal terus ya mohon diperbaiki sistemnya ya saya akan berikan bintang lagi kalo masalah sudah teratasi thanks,"['halo', 'akhir', 'ini', 'setiap', 'mencoba', 'mengunduh', 'buku', 'dari', 'ipusnas', 'knapa', 'gagal', 'terus', 'ya', 'mohon', 'diperbaiki', 'sistemnya', 'ya', 'saya', 'akan', 'berikan', 'bintang', 'lagi', 'kalo', 'masalah', 'sudah', 'teratasi', 'thanks']","['halo', 'mencoba', 'mengunduh', 'buku', 'ipusnas', 'knapa', 'gagal', 'ya', 'mohon', 'diperbaiki', 'sistemnya', 'ya', 'bintang', 'kalo', 'teratasi', 'thanks']","['halo', 'coba', 'unduh', 'buku', 'ipusnas', 'knapa', 'gagal', 'ya', 'mohon', 'masalah', 'sistem', 'ya', 'bintang', 'kalo', 'atas', 'thanks']",halo coba unduh buku ipusnas knapa gagal ya mohon masalah sistem ya bintang kalo atas thanks,neutral
"jelek banget, kenapa tidak dapat meminjam buku, selalu dapat pemberitahuan error saat mencoba meminjam buku","jelek banget, kenapa tidak dapat meminjam buku, selalu dapat pemberitahuan error saat mencoba meminjam buku",jelek banget kenapa tidak dapat meminjam buku selalu dapat pemberitahuan error saat mencoba meminjam buku,jelek banget kenapa tidak dapat meminjam buku selalu dapat pemberitahuan error saat mencoba meminjam buku,"['jelek', 'banget', 'kenapa', 'tidak', 'dapat', 'meminjam', 'buku', 'selalu', 'dapat', 'pemberitahuan', 'error', 'saat', 'mencoba', 'meminjam', 'buku']","['jelek', 'banget', 'tidak', 'meminjam', 'buku', 'pemberitahuan', 'error', 'mencoba', 'meminjam', 'buku']","['jelek', 'banget', 'tidak', 'pinjam', 'buku', 'pemberitahuan', 'error', 'coba', 'pinjam', 'buku']",jelek banget tidak pinjam buku pemberitahuan error coba pinjam buku,negative
"tidak bisa meminjam, error terus","tidak bisa meminjam, error terus",tidak bisa meminjam error terus,tidak bisa meminjam error terus,"['tidak', 'bisa', 'meminjam', 'error', 'terus']","['tidak', 'meminjam', 'error']","['tidak', 'pinjam', 'error']",tidak pinjam error,negative
"Dari mulai log in, pinjem buku sampai baca bukunya pasti salah satunya ada yang gak bisa. Kenapa ya masalah seperti selalu aja ada.","dari mulai log in, pinjem buku sampai baca bukunya pasti salah satunya ada yang gak bisa. kenapa ya masalah seperti selalu aja ada.",dari mulai log in pinjem buku sampai baca bukunya pasti salah satunya ada yang gak bisa kenapa ya masalah seperti selalu aja ada,dari mulai log ini pinjem buku sampai baca bukunya pasti salah satunya ada yang enggak bisa kenapa ya masalah seperti selalu saja ada,"['dari', 'mulai', 'log', 'ini', 'pinjem', 'buku', 'sampai', 'baca', 'bukunya', 'pasti', 'salah', 'satunya', 'ada', 'yang', 'enggak', 'bisa', 'kenapa', 'ya', 'masalah', 'seperti', 'selalu', 'saja', 'ada']","['log', 'pinjem', 'buku', 'baca', 'bukunya', 'salah', 'satunya', 'enggak', 'ya']","['log', 'pinjem', 'buku', 'baca', 'buku', 'salah', 'satu', 'enggak', 'ya']",log pinjem buku baca buku salah satu enggak ya,neutral
tidak bisa pinjam buku padahal tersedia. java lang error,tidak bisa pinjam buku padahal tersedia. java lang error,tidak bisa pinjam buku padahal tersedia java lang error,tidak bisa pinjam buku padahal tersedia java lang error,"['tidak', 'bisa', 'pinjam', 'buku', 'padahal', 'tersedia', 'java', 'lang', 'error']","['tidak', 'pinjam', 'buku', 'tersedia', 'java', 'lang', 'error']","['tidak', 'pinjam', 'buku', 'sedia', 'java', 'lang', 'error']",tidak pinjam buku sedia java lang error,negative
mau pinjem buku error terus udah seminggu ini 🥲,mau pinjem buku error terus udah seminggu ini 🥲,mau pinjem buku error terus udah seminggu ini,mau pinjem buku error terus sudah seminggu ini,"['mau', 'pinjem', 'buku', 'error', 'terus', 'sudah', 'seminggu', 'ini']","['pinjem', 'buku', 'error', 'seminggu']","['pinjem', 'buku', 'error', 'minggu']",pinjem buku error minggu,negative
Beneran deh udh hampir 2 tahun ini gabisa terus mau baca buku di ipusnas. sebelumnya aplikasi suka tutup sendiri/force close. sekarang malah mau pinjam loading lamaaa smpe ngga bisa udah di refresh pun gabisa. hmmm kapan ya bisa enak pinjam dan baca buku lagi di app ini :'(((,beneran deh udh hampir 2 tahun ini gabisa terus mau baca buku di ipusnas. sebelumnya aplikasi suka tutup sendiri/force close. sekarang malah mau pinjam loading lamaaa smpe ngga bisa udah di refresh pun gabisa. hmmm kapan ya bisa enak pinjam dan baca buku lagi di app ini :'(((,beneran deh udh hampir tahun ini gabisa terus mau baca buku di ipusnas sebelumnya aplikasi suka tutup sendiriforce close sekarang malah mau pinjam loading lamaaa smpe ngga bisa udah di refresh pun gabisa hmmm kapan ya bisa enak pinjam dan baca buku lagi di app ini,benaran deh sudah hampir tahun ini enggak bisa terus mau baca buku di ipusnas sebelumnya aplikasi suka tutup sendiriforce close sekarang malah mau pinjam loading lamaaa sampai enggak bisa sudah di refresh pun enggak bisa hmmm kapan ya bisa enak pinjam dan baca buku lagi di app ini,"['benaran', 'deh', 'sudah', 'hampir', 'tahun', 'ini', 'enggak', 'bisa', 'terus', 'mau', 'baca', 'buku', 'di', 'ipusnas', 'sebelumnya', 'aplikasi', 'suka', 'tutup', 'sendiriforce', 'close', 'sekarang', 'malah', 'mau', 'pinjam', 'loading', 'lamaaa', 'sampai', 'enggak', 'bisa', 'sudah', 'di', 'refresh', 'pun', 'enggak', 'bisa', 'hmmm', 'kapan', 'ya', 'bisa', 'enak', 'pinjam', 'dan', 'baca', 'buku', 'lagi', 'di', 'app', 'ini']","['benaran', 'deh', 'enggak', 'baca', 'buku', 'ipusnas', 'aplikasi', 'suka', 'tutup', 'sendiriforce', 'close', 'pinjam', 'loading', 'lamaaa', 'enggak', 'refresh', 'enggak', 'hmmm', 'ya', 'enak', 'pinjam', 'baca', 'buku', 'app']","['benar', 'deh', 'enggak', 'baca', 'buku', 'ipusnas', 'aplikasi', 'suka', 'tutup', 'sendiriforce', 'close', 'pinjam', 'loading', 'lamaaa', 'enggak', 'refresh', 'enggak', 'hmmm', 'ya', 'enak', 'pinjam', 'baca', 'buku', 'app']",benar deh enggak baca buku ipusnas aplikasi suka tutup sendiriforce close pinjam loading lamaaa enggak refresh enggak hmmm ya enak pinjam baca buku app,negative
"Udah beberapa waktu gagal pinjam. Ada keterangan error setiap kali klik pinjam, padahal buku tersedia. Mohon diperbaiki.","udah beberapa waktu gagal pinjam. ada keterangan error setiap kali klik pinjam, padahal buku tersedia. mohon diperbaiki.",udah beberapa waktu gagal pinjam ada keterangan error setiap kali klik pinjam padahal buku tersedia mohon diperbaiki,sudah beberapa waktu gagal pinjam ada keterangan error setiap kali klik pinjam padahal buku tersedia mohon diperbaiki,"['sudah', 'beberapa', 'waktu', 'gagal', 'pinjam', 'ada', 'keterangan', 'error', 'setiap', 'kali', 'klik', 'pinjam', 'padahal', 'buku', 'tersedia', 'mohon', 'diperbaiki']","['gagal', 'pinjam', 'keterangan', 'error', 'kali', 'klik', 'pinjam', 'buku', 'tersedia', 'mohon', 'diperbaiki']","['gagal', 'pinjam', 'terang', 'error', 'kali', 'klik', 'pinjam', 'buku', 'sedia', 'mohon', 'masalah']",gagal pinjam terang error kali klik pinjam buku sedia mohon masalah,neutral
sering error appsnya :(,sering error appsnya :(,sering error appsnya,sering error appsnya,"['sering', 'error', 'appsnya']","['error', 'appsnya']","['error', 'appsnya']",error appsnya,negative
"kenapa aku ga bisa baca bukunya. banyak stoked, udah ngeklik pinjam, tapi ga bisa di apa apain. udah dari lama","kenapa aku ga bisa baca bukunya. banyak stoked, udah ngeklik pinjam, tapi ga bisa di apa apain. udah dari lama",kenapa aku ga bisa baca bukunya banyak stoked udah ngeklik pinjam tapi ga bisa di apa apain udah dari lama,kenapa aku enggak bisa baca bukunya banyak stoked sudah ngeklik pinjam tapi enggak bisa di apa apai sudah dari lama,"['kenapa', 'aku', 'enggak', 'bisa', 'baca', 'bukunya', 'banyak', 'stoked', 'sudah', 'ngeklik', 'pinjam', 'tapi', 'enggak', 'bisa', 'di', 'apa', 'apai', 'sudah', 'dari', 'lama']","['enggak', 'baca', 'bukunya', 'stoked', 'ngeklik', 'pinjam', 'enggak', 'apai']","['enggak', 'baca', 'buku', 'stoked', 'ngeklik', 'pinjam', 'enggak', 'apa']",enggak baca buku stoked ngeklik pinjam enggak apa,negative
aplikasi nyebelin😑,aplikasi nyebelin😑,aplikasi nyebelin,aplikasi menyebalkan,"['aplikasi', 'menyebalkan']","['aplikasi', 'menyebalkan']","['aplikasi', 'sebal']",aplikasi sebal,negative
"ini kenapa si minjem buku ga bisa, heran","ini kenapa si minjem buku ga bisa, heran",ini kenapa si minjem buku ga bisa heran,ini kenapa sih minjem buku enggak bisa heran,"['ini', 'kenapa', 'sih', 'minjem', 'buku', 'enggak', 'bisa', 'heran']","['sih', 'minjem', 'buku', 'enggak', 'heran']","['sih', 'minjem', 'buku', 'enggak', 'heran']",sih minjem buku enggak heran,negative
"App nya error. Tidak bisa mendownload buku yg dipinjam. Sudah di reinstall tapi tetap sama saja, masih error. Tolong segera diperbaiki. Terima kasih.","app nya error. tidak bisa mendownload buku yg dipinjam. sudah di reinstall tapi tetap sama saja, masih error. tolong segera diperbaiki. terima kasih.",app nya error tidak bisa mendownload buku yg dipinjam sudah di reinstall tapi tetap sama saja masih error tolong segera diperbaiki terima kasih,app nya error tidak bisa mendownload buku yang dipinjam sudah di reinstall tapi tetap sama saja masih error tolong segera diperbaiki terima kasih,"['app', 'nya', 'error', 'tidak', 'bisa', 'mendownload', 'buku', 'yang', 'dipinjam', 'sudah', 'di', 'reinstall', 'tapi', 'tetap', 'sama', 'saja', 'masih', 'error', 'tolong', 'segera', 'diperbaiki', 'terima', 'kasih']","['app', 'nya', 'error', 'tidak', 'mendownload', 'buku', 'dipinjam', 'reinstall', 'error', 'tolong', 'diperbaiki', 'terima', 'kasih']","['app', 'nya', 'error', 'tidak', 'mendownload', 'buku', 'pinjam', 'reinstall', 'error', 'tolong', 'masalah', 'terima', 'kasih']",app nya error tidak mendownload buku pinjam reinstall error tolong masalah terima kasih,negative
"Ini udah semingguan aku mau minjem buku tapi ga bisa bisa, dengan keterangan error terus, tolong segera periakin dong, aku sampe uninstall dan install lagi tapi masih sama","ini udah semingguan aku mau minjem buku tapi ga bisa bisa, dengan keterangan error terus, tolong segera periakin dong, aku sampe uninstall dan install lagi tapi masih sama",ini udah semingguan aku mau minjem buku tapi ga bisa bisa dengan keterangan error terus tolong segera periakin dong aku sampe uninstall dan install lagi tapi masih sama,ini sudah semingguan aku mau minjem buku tapi enggak bisa bisa dengan keterangan error terus tolong segera periakin dong aku sampai uninstall dan install lagi tapi masih sama,"['ini', 'sudah', 'semingguan', 'aku', 'mau', 'minjem', 'buku', 'tapi', 'enggak', 'bisa', 'bisa', 'dengan', 'keterangan', 'error', 'terus', 'tolong', 'segera', 'periakin', 'dong', 'aku', 'sampai', 'uninstall', 'dan', 'install', 'lagi', 'tapi', 'masih', 'sama']","['semingguan', 'minjem', 'buku', 'enggak', 'keterangan', 'error', 'tolong', 'periakin', 'uninstall', 'install']","['minggu', 'minjem', 'buku', 'enggak', 'terang', 'error', 'tolong', 'periakin', 'uninstall', 'install']",minggu minjem buku enggak terang error tolong periakin uninstall install,negative
"ini gimana sih eror terus bukunya mau dipinjam, TOLONG DIPERBAIKI DONGGG SAYA MAU BACA INI","ini gimana sih eror terus bukunya mau dipinjam, tolong diperbaiki donggg saya mau baca ini",ini gimana sih eror terus bukunya mau dipinjam tolong diperbaiki donggg saya mau baca ini,ini bagaimana sih eror terus bukunya mau dipinjam tolong diperbaiki dong saya mau baca ini,"['ini', 'bagaimana', 'sih', 'eror', 'terus', 'bukunya', 'mau', 'dipinjam', 'tolong', 'diperbaiki', 'dong', 'saya', 'mau', 'baca', 'ini']","['sih', 'eror', 'bukunya', 'dipinjam', 'tolong', 'diperbaiki', 'baca']","['sih', 'eror', 'buku', 'pinjam', 'tolong', 'masalah', 'baca']",sih eror buku pinjam tolong masalah baca,negative
"kenapa ipusnas ngga bisa didownload bukunya, semoga kedepannya bisa diperbaiki.","kenapa ipusnas ngga bisa didownload bukunya, semoga kedepannya bisa diperbaiki.",kenapa ipusnas ngga bisa didownload bukunya semoga kedepannya bisa diperbaiki,kenapa ipusnas enggak bisa didownload bukunya semoga kedepannya bisa diperbaiki,"['kenapa', 'ipusnas', 'enggak', 'bisa', 'didownload', 'bukunya', 'semoga', 'kedepannya', 'bisa', 'diperbaiki']","['ipusnas', 'enggak', 'didownload', 'bukunya', 'semoga', 'kedepannya', 'diperbaiki']","['ipusnas', 'enggak', 'didownload', 'buku', 'moga', 'depan', 'masalah']",ipusnas enggak didownload buku moga depan masalah,negative
"Sering macet, buku yang sudah dipinjam, saat mau baca ga bisa di download, masih banyak lagi jenis macetnya, mohon diperbaiki dong😓","sering macet, buku yang sudah dipinjam, saat mau baca ga bisa di download, masih banyak lagi jenis macetnya, mohon diperbaiki dong😓",sering macet buku yang sudah dipinjam saat mau baca ga bisa di download masih banyak lagi jenis macetnya mohon diperbaiki dong,sering macet buku yang sudah dipinjam saat mau baca enggak bisa di download masih banyak lagi jenis macetnya mohon diperbaiki dong,"['sering', 'macet', 'buku', 'yang', 'sudah', 'dipinjam', 'saat', 'mau', 'baca', 'enggak', 'bisa', 'di', 'download', 'masih', 'banyak', 'lagi', 'jenis', 'macetnya', 'mohon', 'diperbaiki', 'dong']","['macet', 'buku', 'dipinjam', 'baca', 'enggak', 'download', 'jenis', 'macetnya', 'mohon', 'diperbaiki']","['macet', 'buku', 'pinjam', 'baca', 'enggak', 'download', 'jenis', 'macet', 'mohon', 'masalah']",macet buku pinjam baca enggak download jenis macet mohon masalah,negative
klo bisa dikasih ½ kukasih dah,klo bisa dikasih ½ kukasih dah,klo bisa dikasih kukasih dah,kalo bisa dikasih kukasih deh,"['kalo', 'bisa', 'dikasih', 'kukasih', 'deh']","['kalo', 'dikasih', 'kukasih', 'deh']","['kalo', 'kasih', 'kasih', 'deh']",kalo kasih kasih deh,neutral
aplikasi nyaa sangat membantu,aplikasi nyaa sangat membantu,aplikasi nyaa sangat membantu,aplikasi nya sangat membantu,"['aplikasi', 'nya', 'sangat', 'membantu']","['aplikasi', 'nya', 'membantu']","['aplikasi', 'nya', 'bantu']",aplikasi nya bantu,neutral
sudah bbrp waktu aku tidak dapat meminjam ebook di Ipusnas tetapi dapat melakukan peminjaman di Eperpusdikbud,sudah bbrp waktu aku tidak dapat meminjam ebook di ipusnas tetapi dapat melakukan peminjaman di eperpusdikbud,sudah bbrp waktu aku tidak dapat meminjam ebook di ipusnas tetapi dapat melakukan peminjaman di eperpusdikbud,sudah beberapa waktu aku tidak dapat meminjam ebook di ipusnas tetapi dapat melakukan peminjaman di eperpusdikbud,"['sudah', 'beberapa', 'waktu', 'aku', 'tidak', 'dapat', 'meminjam', 'ebook', 'di', 'ipusnas', 'tetapi', 'dapat', 'melakukan', 'peminjaman', 'di', 'eperpusdikbud']","['tidak', 'meminjam', 'ebook', 'ipusnas', 'peminjaman', 'eperpusdikbud']","['tidak', 'pinjam', 'ebook', 'ipusnas', 'pinjam', 'eperpusdikbud']",tidak pinjam ebook ipusnas pinjam eperpusdikbud,neutral
sudah ada perbaikan. lumayan lah,sudah ada perbaikan. lumayan lah,sudah ada perbaikan lumayan lah,sudah ada perbaikan lumayan lah,"['sudah', 'ada', 'perbaikan', 'lumayan', 'lah']","['perbaikan', 'lumayan']","['masalah', 'lumayan']",masalah lumayan,negative
"sudah berhari-hari tidak bisa akses pinjam, gara-gara ga bisa akses ke databasenya. Mohon developer menangani kejadian ini","sudah berhari-hari tidak bisa akses pinjam, gara-gara ga bisa akses ke databasenya. mohon developer menangani kejadian ini",sudah berharihari tidak bisa akses pinjam garagara ga bisa akses ke databasenya mohon developer menangani kejadian ini,sudah berharihari tidak bisa akses pinjam garagara enggak bisa akses ke databasenya mohon developer menangani kejadian ini,"['sudah', 'berharihari', 'tidak', 'bisa', 'akses', 'pinjam', 'garagara', 'enggak', 'bisa', 'akses', 'ke', 'databasenya', 'mohon', 'developer', 'menangani', 'kejadian', 'ini']","['berharihari', 'tidak', 'akses', 'pinjam', 'garagara', 'enggak', 'akses', 'databasenya', 'mohon', 'developer', 'menangani', 'kejadian']","['berharihari', 'tidak', 'akses', 'pinjam', 'garagara', 'enggak', 'akses', 'databasenya', 'mohon', 'developer', 'tangan', 'jadi']",berharihari tidak akses pinjam garagara enggak akses databasenya mohon developer tangan jadi,negative
"aplikasi sering eror, tolonglah diperbaiki. saya sangat butuh ebook ini untuk referensi skripsi","aplikasi sering eror, tolonglah diperbaiki. saya sangat butuh ebook ini untuk referensi skripsi",aplikasi sering eror tolonglah diperbaiki saya sangat butuh ebook ini untuk referensi skripsi,aplikasi sering eror tolonglah diperbaiki saya sangat butuh ebook ini untuk referensi skripsi,"['aplikasi', 'sering', 'eror', 'tolonglah', 'diperbaiki', 'saya', 'sangat', 'butuh', 'ebook', 'ini', 'untuk', 'referensi', 'skripsi']","['aplikasi', 'eror', 'tolonglah', 'diperbaiki', 'butuh', 'ebook', 'referensi', 'skripsi']","['aplikasi', 'eror', 'tolong', 'masalah', 'butuh', 'ebook', 'referensi', 'skripsi']",aplikasi eror tolong masalah butuh ebook referensi skripsi,neutral
"Baru balik lg ke ipusnas setelah beberapa tahun gak baca buku di sini. ternyata tampilan layar, tata letak, dll berbeda dgn versi lama. versi baru ini gak lebih bagus dari yg lama dlm hal kemudahan unduh buku. udah coba berkali kali unduh buku tapi gak ada keterangan progresnya. sempet hapus aplikasi dan unduh ulang tapi tetep gak berhasil terunduh bukunya. tiap coba unduh muncul ket. spt ""java script ..."", ket. yang sama sekali gak menjelaskan apapun dan gak bisa dimengerti :( gmn ya ini? :(","baru balik lg ke ipusnas setelah beberapa tahun gak baca buku di sini. ternyata tampilan layar, tata letak, dll berbeda dgn versi lama. versi baru ini gak lebih bagus dari yg lama dlm hal kemudahan unduh buku. udah coba berkali kali unduh buku tapi gak ada keterangan progresnya. sempet hapus aplikasi dan unduh ulang tapi tetep gak berhasil terunduh bukunya. tiap coba unduh muncul ket. spt ""java script ..."", ket. yang sama sekali gak menjelaskan apapun dan gak bisa dimengerti :( gmn ya ini? :(",baru balik lg ke ipusnas setelah beberapa tahun gak baca buku di sini ternyata tampilan layar tata letak dll berbeda dgn versi lama versi baru ini gak lebih bagus dari yg lama dlm hal kemudahan unduh buku udah coba berkali kali unduh buku tapi gak ada keterangan progresnya sempet hapus aplikasi dan unduh ulang tapi tetep gak berhasil terunduh bukunya tiap coba unduh muncul ket spt java script ket yang sama sekali gak menjelaskan apapun dan gak bisa dimengerti gmn ya ini,baru balik lagi ke ipusnas setelah beberapa tahun enggak baca buku di sini ternyata tampilan layar tata letak dll berbeda dengan versi lama versi baru ini enggak lebih bagus dari yang lama dalam hal kemudahan unduh buku sudah coba berkali kali unduh buku tapi enggak ada keterangan progresnya sempat hapus aplikasi dan unduh ulang tapi tetap enggak berhasil terunduh bukunya tiap coba unduh muncul ket seperti java script ket yang sama sekali enggak menjelaskan apapun dan enggak bisa dimengerti bagaimana ya ini,"['baru', 'balik', 'lagi', 'ke', 'ipusnas', 'setelah', 'beberapa', 'tahun', 'enggak', 'baca', 'buku', 'di', 'sini', 'ternyata', 'tampilan', 'layar', 'tata', 'letak', 'dll', 'berbeda', 'dengan', 'versi', 'lama', 'versi', 'baru', 'ini', 'enggak', 'lebih', 'bagus', 'dari', 'yang', 'lama', 'dalam', 'hal', 'kemudahan', 'unduh', 'buku', 'sudah', 'coba', 'berkali', 'kali', 'unduh', 'buku', 'tapi', 'enggak', 'ada', 'keterangan', 'progresnya', 'sempat', 'hapus', 'aplikasi', 'dan', 'unduh', 'ulang', 'tapi', 'tetap', 'enggak', 'berhasil', 'terunduh', 'bukunya', 'tiap', 'coba', 'unduh', 'muncul', 'ket', 'seperti', 'java', 'script', 'ket', 'yang', 'sama', 'sekali', 'enggak', 'menjelaskan', 'apapun', 'dan', 'enggak', 'bisa', 'dimengerti', 'bagaimana', 'ya', 'ini']","['ipusnas', 'enggak', 'baca', 'buku', 'tampilan', 'layar', 'tata', 'letak', 'dll', 'berbeda', 'versi', 'versi', 'enggak', 'bagus', 'kemudahan', 'unduh', 'buku', 'coba', 'berkali', 'kali', 'unduh', 'buku', 'enggak', 'keterangan', 'progresnya', 'hapus', 'aplikasi', 'unduh', 'ulang', 'enggak', 'berhasil', 'terunduh', 'bukunya', 'coba', 'unduh', 'muncul', 'ket', 'java', 'script', 'ket', 'enggak', 'apapun', 'enggak', 'dimengerti', 'ya']","['ipusnas', 'enggak', 'baca', 'buku', 'tampil', 'layar', 'tata', 'letak', 'dll', 'beda', 'versi', 'versi', 'enggak', 'bagus', 'mudah', 'unduh', 'buku', 'coba', 'kali', 'kali', 'unduh', 'buku', 'enggak', 'terang', 'progres', 'hapus', 'aplikasi', 'unduh', 'ulang', 'enggak', 'hasil', 'unduh', 'buku', 'coba', 'unduh', 'muncul', 'ket', 'java', 'script', 'ket', 'enggak', 'apa', 'enggak', 'erti', 'ya']",ipusnas enggak baca buku tampil layar tata letak dll beda versi versi enggak bagus mudah unduh buku coba kali kali unduh buku enggak terang progres hapus aplikasi unduh ulang enggak hasil unduh buku coba unduh muncul ket java script ket enggak apa enggak erti ya,negative
"#UpdateReview. Butuh perbaikan banyak sekali aspek: (1) banyak loading tanpa sebab padahal jaringan, tipe hp, dan lainnya oke; (2) tidak muncul notif ketika buku yang masuk 'antrian' tersedia padahal setting hp sudah allow notification; (3) fitur highligh/stabilo tidak nyaman dipakai","#updatereview. butuh perbaikan banyak sekali aspek: (1) banyak loading tanpa sebab padahal jaringan, tipe hp, dan lainnya oke; (2) tidak muncul notif ketika buku yang masuk 'antrian' tersedia padahal setting hp sudah allow notification; (3) fitur highligh/stabilo tidak nyaman dipakai",butuh perbaikan banyak sekali aspek banyak loading tanpa sebab padahal jaringan tipe hp dan lainnya oke tidak muncul notif ketika buku yang masuk antrian tersedia padahal setting hp sudah allow notification fitur highlighstabilo tidak nyaman dipakai,butuh perbaikan banyak sekali aspek banyak loading tanpa sebab padahal jaringan tipe hp dan lainnya oke tidak muncul notif ketika buku yang masuk antrian tersedia padahal setting hp sudah allow notification fitur highlighstabilo tidak nyaman dipakai,"['butuh', 'perbaikan', 'banyak', 'sekali', 'aspek', 'banyak', 'loading', 'tanpa', 'sebab', 'padahal', 'jaringan', 'tipe', 'hp', 'dan', 'lainnya', 'oke', 'tidak', 'muncul', 'notif', 'ketika', 'buku', 'yang', 'masuk', 'antrian', 'tersedia', 'padahal', 'setting', 'hp', 'sudah', 'allow', 'notification', 'fitur', 'highlighstabilo', 'tidak', 'nyaman', 'dipakai']","['butuh', 'perbaikan', 'aspek', 'loading', 'jaringan', 'tipe', 'hp', 'oke', 'tidak', 'muncul', 'notif', 'buku', 'masuk', 'antrian', 'tersedia', 'setting', 'hp', 'allow', 'notification', 'fitur', 'highlighstabilo', 'tidak', 'nyaman', 'dipakai']","['butuh', 'masalah', 'aspek', 'loading', 'jaring', 'tipe', 'hp', 'oke', 'tidak', 'muncul', 'notif', 'buku', 'masuk', 'antri', 'sedia', 'setting', 'hp', 'allow', 'notification', 'fitur', 'highlighstabilo', 'tidak', 'nyaman', 'pakai']",butuh masalah aspek loading jaring tipe hp oke tidak muncul notif buku masuk antri sedia setting hp allow notification fitur highlighstabilo tidak nyaman pakai,negative
