final_text,sentimentLabel
please fix ur app,negative
kali buka aplikasi langsung kali coba hapus memory,negative
sih,neutral
app nya bagus baca ebook gratis tingkat ya app error,positive
unknown,neutral
pls help cant download book,negative
updated version doesnt work properly app keeps force stopping supposed read app cant even sit still even mute ugh sucks,negative
ipusnas noob banget websitenya dihack judol backend aplikasi benar orang sih fiturnya jelek kembang minimal diupdate sikitt lahhhh aman maju deh rakyat baca buku gratis susah,negative
getting error force close try open,negative
keeps crashing,neutral
pleaseee buka buku nya bagus apk nya jelekk kayak lemott banget pas buka minjam bad,negative
anonatenya jelek kontrol,negative
app totally trash updated apps always closed want read borrowed book sometimes blank also need wait sok long queue list dont know less copied orang people borrowed long please fix,negative
bagus kali update bug pakai,negative
force closed every time open apps,negative
rating nya hancur update jor joran sih connection parah banget buka loading mulu sinyal lancar app mungil buka susah banget,negative
aplikasi bagus,negative
pas lancar pas akhir eror login akses apa coba hapus donlod ulang,positive
jelek banget sumpah maintenance nya gaji umr jelek banget,negative
aplikasi lag gampang logout pas masuk pinjam buku langsung please baik,positive
literasi tahan emosi tolong baik terima kasih,negative
error error error still error headache,negative
balikin versi deh versi baru banyak lag aplikasi buka download gagal mulu versi baca offline versi sih unduh eh pas baca offline suruh ngunduh kocak,negative
pakai,neutral
cant work tab mi pad,neutral
buka tolong ipusnas minat tolong baik,positive
tolong tambah mode gelap,negative
upgrade bagus jelek ngelag parah respon mulu bintang,negative
jelek banget lag masuk kayak lancar,negative
lumayan error baca moga tingkat layan kualitas tambah koleksi bukubukunya,negative
moga baik,neutral
cant open app,negative
sumpah ngebug buka tau tolong dibenerin,negative
sedih banget baca buku tambah literasi susah ya aplikasi team developer kak keluh tanggap,negative
minat baca orang orang salah aplikasi baca gratis fungsi maksimal tolong banget eval baik,positive
used fave app updated version getting worse keeps stopping cant use bad please recover soon,negative
eror mulu,negative
aplikasi buka,negative
fix app please,negative
always force closed click borrow book,negative
koleksi bagus sayang diinstall onyx poke,negative
diupdate aplikasi force close buka,negative
tolong baik aplikasi logout,positive
buka aplikasi langsung home,positive
bantu denga ada aplikasi banget masalah forced close,negative
aplikasi bagus baca buku gratislegal iring banget error kadang aplikasi baca buku fix,negative
betulin bang appnya,neutral
buka masuk detik langsung keluar app nya bayar pajak mahal app negara benah,negative
please update always crashes everytime open app months,negative
terima kasih ipusnas akses buka masyarakat moga koleksi nya kualitas,positive
ya buka aplikasi masuk tibatiba halo jaman enak aplikasi kayak baik,negative
kecewa buka buku aplikasi henti,negative
min tolong baik aplikasi kali hang auto close ,negative
fox thisi cant open app various bug,negative
parah banget bulan habis pinjem crash baca force closed ih,negative
tolong improve upgrade searching buku cari scroll hasil batas buku banyak buku muncul terang buku batas cari buku relevan cari,negative
buku pinjam force close baca expired buku pinjam masuk caricari buku,negative
download,neutral
crash buka tolong baik,negative
oke baru ui nya bagus pinjem baca buku versi baru buka aplikasi crash,negative
niat developer instansi kait libat kembang aplikasi aplikasi buka force closed ide bagus eksekusi minus,negative
books borrowed downloaded notification always appears saying memory full even though still lot space please find way obstacles hopefully improvements,negative
tolong baik aplikasi hp vivo ya versi android oreo aplikasi buka buka muncul logo ipusnas coba hapus cache instal ulang ubah tolong baik detail berbulanbulan pakai aplikasi,negative
delete deh jelek aplikasi,negative
buku nya sih oke download koneksi oke benerin,positive
jelek sih suka responding,negative
error kali pinjam tibatiba force quit coba masuk aplikasi kacau,negative
buka pas buka pleaseee baca bukuu,positive
ipusnas jarang buka tibatiba buka aplikasi baca mohon baik stabil aplikasi,positive
diupdate buka,neutral
aplikasi cerdas bangsa sayang banget logout login susaaaahhhh edit force close,negative
aplikasi crash buka buka langsung tutup diupdate baik,negative
suka log buka buku dipinjem baca,positive
sigma banget,positive
ngecrash maksa,negative
allah jelek banget apk tolong pinjem buku nihhhhh,positive
update force close,negative
habis pinjam buku force closed baca buku,negative
error teknis update aplikasi crash pesan column epub read locator migrasi database mohon baik privasi riwayat baca guna linimasa opsi nonaktif potensi langgar privasi data baca sifat pribadi tambah atur privasi sembunyi riwayat baca terima kasih,negative
ciri ciri orang sabar ipusnas hpnya,positive
cant open,negative
banyak errornya,positive
saran ui baca buku garis ganti warna hitam contrast pakai dark mode pas baca malam menu,neutral
lags often,neutral
aplikasi forced stop melulu ya,negative
update jalan aplikasi sih,neutral
jelek banget buka buku pinjam pinjam unduh langsung,negative
kali hasil pinjam buku aplikasi forced close tutup buka aplikasi tutup sayang aplikasi bagus orang suka baca problem,negative
aplikasi terusterusan tutup,negative
force close ya versi baca habis pinjam langsung masuk,positive
android v app crashed kakak,neutral
aplikasi force close tab,negative
aplikasi error berat banget pas pakai,negative
halaman buku pindah koneksi internet stabil berkalikali mudah baca bikin sakit kepala,negative
pinjem ebook pas buka,positive
bug unduh buku ganti foto profil,positive
akses android android update aplikasi crash baca mohon bantu,negative
masuk aplikasi langsung keluarkeluar,negative
aplikasi perintah ya tuju buat aplikasi bantu orang baca mana sdm negara maju,neutral
pilih buku aplikasi error tolong perbaikiiii,positive
baca buku aplikasi otomatis,positive
forced update app cant open app crash go back tothe old ones dpsht,negative
forced close redmi note please baik bugs nya,negative
singkat aplikasi jelek error lucu kalo error reinstall ganti tampil list antre hilang catat bikin apknya lenyap fatal banget sih buku unduh salah satu lotr baik heran apk diperhatiin sih guna bikin guna senang,negative
aplikasi bagus sayang akhirakhir force closed tolong baik please,negative
app nya buka sengaja app nya bapuk ya tolong perintah biar rakyat suka baca buku biar rakyat pintar fasilitas mudah akses bantu didik putus,positive
jelek nge bug mulu nih apk,negative
please fix app force close ipad android susah bikin aplikasi buku bagus ampun banget niat ya qa,negative
sekali hasil minjem buku app nya force close mulu jelek banget tutup app,negative
app stres,negative
ipusnasnya buka ya,positive
aplikasi kerap force close,negative
used work well functional anymore always crashes,neutral
ipusnas forcedclosed ganggu dipusip bikin app bagus jaklitera ipusnas urus sih,positive
ngebug blok,neutral
buka pengin baca buku,positive
plis baik bugs nya nyaman,positive
force close baca sulit,neutral
buka app force close aplikasi perintah jelek aplikasi citra kah,negative
force closed mulu niat sih,negative
bagus versi,negative
ya habis klik pinjam buku,positive
pinjam unduh memori kosong mohon baik tks,negative
getting worse single book covers properly shownits basically blank theres tagshelf feature list tbr filter doesnt anything good luck trying browse book genre liking among outdated selfhelp books defund ikn build libraries instead,positive
akhirakhir aplikasi langsung force close buka ya,positive
aplikasi ya,positive
batas pinjam banget cuman,positive
pakai force close terus,negative
aneh login,neutral
keeps closing whenever try search book,neutral
baca buku aplikasi,negative
update versi terbaruaplikasi tutup buku pinjam,negative
download buka ya aplikasi nya pas buka aplikasi langsung logout,positive
eror buka app nya bulan benerin tolonggg,negative
buka,neutral
tolong tambah screen zoom setting mode baca,positive
buku tarik baca aplikasi merestart buku rak buku kembali ulang kali nengetuk return update baru aplikasi error,negative
sorot text pilih hapus,positive
jelek batt satt download nih ya buku tulis javaio blah blah blah inti nya error ah banget deh nih app benerin satt developer nya kapai,negative
aplikasi force close hp tab buka,negative
buka aplikasi langsung,negative
fungsi force close paling butuh minor improvement nyaman guna lengkap koleksi pakai pakai,negative
suka nge lag,positive
update ui besarbesaran history pinjam hilang konyol bookmark halaman joke update okt aplikasi kerap kali forced stopped buka buku aplikasi pakai uang rakyat please considerate,negative
sih keep stopping mulu aps nya pakai baca,positive
satu pustaka digital harap asih buku kualitas aplikasi error indonesia maju kalo cari referensi buku susah buku download buffering close app tolong baik mana cari sumber rujuk kaya buku,negative
diupdate aplikasi ipusnasnya pakai force closed buka home cari buku auto ngeclose minggu parah banget dibenerin,negative
antri banget najis,negative
aplikasi force close paksa buka website masuk website arah aplikasi payah,negative
tolong aplikasi diupdate dikitdikit error login anotate pinjam suka banget baca please baik,negative
cant login app,neutral
update error selesai unduh buku baca selesai unduh langsung aplikasi,negative
update buku pinjam baca sayang banget buku ipusnas lengkap banget mohon baik ya,positive
sumpah suka lag banget asik bacaa buku lengkaapp,positive
used able borrow read books cant even open app whats use digital library cant access books,negative
tolong rawat pustaka digital sedih banget lho baca buku ikut aplikasi pinjam ribu buku aset harga rakyat indonesia baca bukubuku harga mahal naskah kuno berkat aplikasi mohon banget rawat baikbaik aplikasi,positive
update cant download read single book,positive
pakai pajak rakyat aplikasi aplikasi buka langsung otomatis baca buku apa cek internet baikbaik aplikasi jalan economy tolong pajak ipusnas sebaikbaiknya aplikasi baca buku keluh dengar,negative
app nya force close habis pinjam buku benerin,negative
buka mulu sumpah kesal banget,positive
aplikasi bug,negative
buka,neutral
aplikasi force close device galaxy tab,negative
tunggu buka aplikasi error,negative
force closed,negative
ipusnas bantu cari buku daring referensi baca karya sastra ironi operasi aplikasi buruk tolong baik nyaman,positive
apps close everytime try use,negative
bug,neutral
aplikasi bagus ngembantu banget minjem buku digital tambah ilmu buku ngefilter buku banget search filter ngescroll filter gendrenya filter tulis kalo cari judul buku cepat terima kasih,positive
baca aplikasi henti dadak review,positive
aplikasi resmi minim kendalaseperti error buka tautau aplikasi uji sabar guna buka log error mohon baik ya,negative
bintang lumayan lengkap buku errornya bikin kesal plis deh ah pengin baca tenang doang pakai acara ck,positive
tutup eror buka moga atas update baru,negative
force closed install ulang bookmark sorot teks hilang,negative
aplikasi buka app ulang kali coba update,negative
habis diupdate jelek login sinyal bagus tibatiba aplikasi,negative
masuk detik tolong baik niat,negative
aplikasi sih tibatiba,neutral
jelek banget jir bukubukunya unduh diupdate bagus hancur bug please aplikasi buat perintah malu dikit kualitas,negative
aplikasi busukkk niattt blokkk,negative
crash mulu,negative
buka sih huhuuu,neutral
really bad,negative
forced close bulan baca buku ipusnas kena efisiensi kah,negative
app often crashed sok hard run program smoothly fix please,negative
baca buku app nya tau macet koleksi sih bagus baca,negative
aplikasi updated bagus error histori baca hilang semenjak update force closed memori internal penuh bilang penuh unduh buku scroll sensitive banget dikit dikit copy notifikasi muncul deh jelek banget pokok tolong baik aplikasi mending last version kalo jelek,negative
bolak eror ih sebel banget koleksi buku,negative
pengin baca helpp,positive
buka,neutral
bug,neutral
aplikasi stabil log butuh maintenance,negative
update force close baca,negative
sih apk banget trouble dibukatolong benerin sih,positive
koleksi guna mudah baik kategori tolong urut berdasrkn abjad mudah seleksi buku pengin baca urut buku tolong sedia abjad list bku awal dst,positive
aplikasi bantu baca buku tolong baik aplikasi buka,positive
appnya buka detik langsung tutup muluuuuu please helpp,neutral
tunggu antri buku pas baca rak pinjam tolong benah rugi,negative
aplikasi bagus kalo maintain,negative
aplikasi gagal akses server,negative
ada teman teman progremmer sofwer engjiner ipusnas baik sistem ngebug detik inisaya tua tunggu buku loading pls orang pintar n hati us favor fix peace love gaul,negative
always suddenly closed every time borrowed new book,negative
jelek banget aplikasi ubah sulit login literasi masyarakat indonesia ipusnas online sulit akses harga buku mahalmahal jelekkkk banget maju sih anggar ipusnas online,neutral
app doesnt even work properly sok basically cant anything app simpler words app purely garbage,neutral
minjem stok copy tbtb close app muluuuuu,negative
pas buka langsung pinjam buku,positive
apk nya bantu banget suka baca buku gratis aman ya tibatiba logout tunda baca copy buku batas sulit kalo pinjem novel populer plis tambah copy buku bikin notifikasi pas copy buku adi laku buku ada fitur cari akun teman emailtelp biar tukeran rak buku hihi moga cepat update deh biar suka baca,positive
force close diupdate,negative
lengkap buku unduh copyannya,negative
bagus sih cuman ngeleg tambah fitur bookmark kayak,negative
ya sih kocak update kagak buka terang update baik bug parah,negative
app force closes everytime borrowed book,neutral
okey nice elibrary aplikasi sedia buku referensi baca lengkap buku bagus,negative
app keeps stopping,neutral
senang aplikasi pinjam buku gratis kayak ipusnas tolong sedikitsedikit eror pinjam buku baca ktn aplikai tutup banget eror,negative
suka hang aplikasi,positive
aplikasi eror banget ngunduh buku buka muncul apaapa sinyal lancar sayang banget baca kudu emosi,negative
ya masuk detik masuk tolong baik ya aman,positive
buka,neutral
bugny kacau,neutral
people want read book hurry go buy book give app bad revuew want free stuff read,negative
aplikasi mendownload isi putih jengkel,negative
aplikasi buka pinjam buku kesal pengin baca buku,positive
force close,negative
buka aplikasi langsung,negative
aplikasi bikin perintah cacat deh kasi anggar improve korupsi mulu,negative
tolong baik aplikasi kadang log lalod aplikasi jaring lancar kadang jaring internet,positive
habis update buka versi,neutral
baca buku masuk daftar tibatiba aplikasi crash error telah baca masuk daftar coba berulangkalipun daftar masuk pakai jam sungguh kecewa,negative
crashed keeps stopping,neutral
tried register several times almost hour still cant please fix,negative
dibenahin appnya dikitdikit error hari eror gatel banget,negative
app paid taxes even reading book incredibly difficult every time something happens like demonstration yesterday always crashes theres notification book queue damn app,neutral
app automatically closes im read aplikasi tutup otomatis baca,negative
open app always force close,negative
update buka force close,negative
jelek jelek jelek banget benerin gila parah jelek banget,negative
please fix asap app force closed,negative
please fix,negative
ipusnas aplikasi ratenya kayak akhlak sebagain wakil rakyat jelek banget,negative
sih aplikasi,negative
benar perpusatakaan digital nasional buruk hadehhh,neutral
min gimnaa buka ipusnas langsung crash bijimane baca buku pintar kalo usir,negative
capek banget apps kayak banyak force close kocakk,negative
app keeps shutting,neutral
buka,neutral
berkalikali baik hasil nihil kayak banyak update aplikasi berat balikin versi pakai versi ipusnas kendala pinjam buku lancar hari baca buku update buku unduh akun autologout mulu update tolong baik tahun ipusnas,positive
aplikasi bagus sedia ebook baca gratis crash akses moga baik,negative
bug crash buka,negative
admin ig reinstalling berkalikali force close kalo buka,negative
kategori buku mbo ya filter cari minimal urut abjad filter buku tampil laya cari jarum tumpu jerami,negative
bug buka,neutral
aplikasi perintah kayak jelek banget sumpah,negative
rombak abis nama force close error aneh baru tampil eror history hilang tolong baik,negative
lot kadang buka,negative
alhamdulillah terimakasih baca buku gratis rumah batas ruang buku sedia variasi novel anak dll,positive
bad,negative
aplikasi force close detik buka langsung aplikasi detik fixed,negative
ipusnas sih pakai download buku,neutral
tolong source baca milik perintah bikin benar accessible orang kali update login data history hilang balikin history password etc update sept apps force closed due internal error baca buku,negative
crash,negative
eror mulu,negative
minggu force close device os compatible,negative
aplikasi baca baik bantu terima kasih ipusnas,positive
aman buka tibatiba diupdate tuh update eh habis update buka diam tau entar susah hapus download ulang kali tolong,negative
aplikasi bikin tensi buka developer niat bikin aplikasi underrated,negative
baharu jelek sistem jelek masuk tibatiba,negative
daftar apa aplikasi cuman money laundry koruptor,negative
forceclose mulu eek,negative
error mulu deh masuk notif signal,negative
update aplikasi buka henti tibatiba klik apa tolong developer nya baik bukubuku sedia lumayan lengkap,negative
eror kadang buka,negative
force close,negative
nge bug buka aplikasi close,negative
app keeps crashing couldnt read borrowed books please fix,negative
jelek banget sih,negative
min apps nya tolong baik force close,negative
bagus literasi tingkat daftar buku pinjam seringkali aplikasi susah masuk aplikasi akun google,negative
harap sih aplikasi kelola perintah,negative
berharihari error masuk pas masuk langsung nutup tolong dibenerin,negative
update pental quite time moga lekas benah,negative
eror mulu hih,negative
update buka,neutral
aneh banget aplikasi butuh cari buku eh aplikasi nyebeli,negative
ya buka aplikasi buka keluarkeluar sendirisedih banget buka,positive
navigasi halaman busuk aplikasi manfaat cacat salah klik halaman buku tibatiba halaman buku resume halaman halaman baca fitur wishlist,negative
update barubaru masuk aplikasi detik berulangulang kali deskripsi bug baik benarbenar kecewa ipunas versi alami turun sempat baca buku perangkat kurang,negative
canda banget sih developer duit dikemanin woy resin nih app mending ngelag tolerate habis diupdate beres login habis nutup mulu sengaja bikin bego indonesia banget buku mahal kasi akses gratis resin anjir,positive
cant open app always force close,negative
error tibatiba apps nya,negative
gua kasih setenga bhkan empat gua kasih dahhh coba salah buku download pikir buku nya populerwlpn sistem kerja pilih pilih rating buku pas coba buku populer ketsrsediaan copy nya pinjem pls backend team pls work properly,negative
aplikasi fungsi crash,negative
tolong perintah bentuk fasilitas negara baca gratis akses mana mas ngebug sih duit nya habis gaji dpr mending alokasiin nih dana benerin sistem anjir,positive
gbisa daftar bro tlong bnerin,negative
cant login even though network good says please try later tried almost ten times,positive
force close,negative
habis pinjam buku appnya buka crash dibenerin didiemin nih,negative
aplikasi buka tampil beranda langsung hilang,negative
habis diupdate buka,neutral
force closed tolong baik,negative
bulan aplikasi kali buka langsung tutup ya mohon bantu,negative
ipusnas keeps stoping suka banget baca apk,positive
aplikasi niat eror,negative
app kept forced close though connection stable pls fix,negative
apk jelek,negative
cant borrow book eventhough copy available please fix,negative
aplikasi gampang error pas buka tibatiba baru,negative
keeps force closed please fix,negative
berharihari aplikasi force close mulu ayo baik baca buka web pc pad hp,negative
terimakasih bantu mahasiswa,positive
jelek,negative
minus aplikasi error koleksi lengkap buku unduh plus baca gratis,negative
ya ipusnas buruk kualitas,negative
app pakai pindah versi baru pakai download buku gagal app ayo baik,negative
pas masuk langsung ya,positive
error,negative
app isnt working force closed,negative
aplikasi bug apa aneh,negative
crashed always stops logs app,neutral
log bang hadehhh,neutral
daeipada gelontorin pajak dpr mending benerin nih apps literasi negara jelek banget buset,negative
ipusnas ya keeps stoping ya,positive
aplikasi buat indonesia akses bagus manfaat banget besar aplikasi banget trouble,positive
diupdate buka aplikasi klik aplikasi langsung tutup parah banget,negative
aplikasi guna error mohon baik,negative
versi jelek banget jujur dibolehin baca buku kah masuk aplikasi tbtb,negative
forced close,negative
situs pustaka negara daftar susah ampunhapus aplikasi malu ya,negative
appnya lancar akhirakhir ganggu ya,positive
still many bug cant open books,negative
always forced closed,negative
deh hari buka kocak,negative
aplikasi masuk aplikasi,negative
apk buruk rusak sulit login negara kualitas buruk,negative
anggar gede maintenence konsisten,neutral
terkadang suka ngebug,positive
suddenly closed opened app better fix want borrow sum books plsthanks,negative
force close immediately lol,negative
aman login pas pakai aplikasi ulang kali,negative
susah banget kak minjem buku tera copy dipinjem muncul kalimat copy sedia,negative
tolong aplikasi dibenerin coba buka web sebelumsebelumnya tibatiba download app nya ganti app ponsel update versi baru ngapangapain notif koneksi internet buka app internet klik pinjam buku log coba log log notif koneksi internet buruk,negative
please diperbaikidi android apknya mulu,negative
sistem eror baru eror masuk aplikasi gaakan baik,negative
update app versi baru kali searchingpinjam buku loading tombol pinjam unduh buku muncul banding versi app hasil pinjam unduh buku klik tombol baca app forced closed mohon baru bugs nya admin mngeluhkn review guna,positive
updated app read book borrow keeps force closed,negative
ive tried register tens thousands times ive downloaded app still cant register happening please fix app really annoying,negative
error loginnya versi baru terang update fix perihal bug macam,negative
login parah banget aplikasi perintah didananin pakai duit pajak jrlek banget,negative
misi developer bagus banget buka banget baca buku pas update nih aplikasi tutup baca mohon baik salah,positive
upgrade aplikasi masuk tolong cepat baik ya,negative
error,negative
buka koneksi internet wifi kuota okeoke buka apk blank terang,negative
nge bug mulu pakai laptop,positive
aplikasi deteksi jaring pakai wifi lancar sinyal aplikasi notif milik jaring tolong baik,negative
whats wrong guyss baca doang kali update pakai gaperlu update kah update baik pr tolong baik love banget ipusnas isi buku bagus thank sabi baik biar crash mulu,positive
permisi kak admin tolong ih aplikasi baik ngerjain skripsi kendala login padahak email sandi,negative
bagus buku au baca aplikasnya jelek buka pas login ganggu mulu kayak,negative
forced close sih mohon baik ya,positive
apk kocak habis update kagak buka samsek,negative
aplikasi error login jaring internet jaring internet,negative
jelek banget pleasee tampil ux loading banget,negative
used like app fact love read app login maybe month cant login,positive
habis update buka aplikasi coba uninstall login error ngerjain tugas,negative
halo kak buka aplikasi ya update loading sebentar langsung tutup aplikasi otomatis,negative
update crash buka,negative
lumayan suka app suka baca novel novel indonesia novel terjemah inggris pokok buku app benar bantu mes buat overall pretty good untung nemu nih aplikasi cheers,positive
sedih banget pas login logout,negative
hii ipusnas nya terimakasih cipta aplikasi update baru nya bagus akun hilang bookworm riwayat baca antri buku hilang baca banya bug ya tolong baik ya moga akun terimakasih semangat tim ipusnas,positive
force close,negative
ipusnas alami error baca aplikasi ipusnas dukung kena dampak efisiensi aplikasi ubah tolong dengar keluh baca nikmat ipusnas,negative
ngecrash mulu nih ya kena bungka,positive
mohon maaf aplikasi tertutupkeluar tibatiba update mohon baik,negative
woy apaansi mulu buku baca baca mulu erorrr muluuuu kesal,positive
habis update force close,negative
suka error baca buku tolong baik ya habis update buka deh tolong baik baca buku digital hambat,positive
update buka,neutral
crash parah update,negative
error update cant open app please fix,negative
jelek dikitdikit dikitdikit error dikitdikit update update error aplikasi,negative
unresponsive,neutral
buka pas update hanas update atuh,positive
min update aplikasi forceclose muluu lanjut baca buku pinjam tempo tolong baik minnn,positive
ya allah kemarin enggak baca loadingnya cover buku muncul pas update auto pas buka appnya diupdate kerja buruk mohon baik suka banget baca,positive
ampas banget aplikasi rakyat notabennya buat negara buka miris niat banget mati literasi,negative
update version force close nih,negative
force close,negative
diupdate buka,neutral
aplikasi tergajelas habis diupdate eror,negative
baca buku orang aplikasi error,negative
habis update ngecrashhh,neutral
barusan update buka langsung tutupclose diulangulang,positive
crash,negative
diupdate buka,neutral
suka tampil rapi gampang pakai habis diupdate buka,positive
user sabar dunia jatuh guna aplikasi ipusnas,negative
update aplikasi login tutup buka jaring,negative
update buka,neutral
heran banget pustaka online indonesia baca susah ampun,positive
tolong sinkron bookmark web ipusnas aplikasi pindah device gampang lanjut baca tambah wish list baca min,negative
cover buku cari buku sesuai genre muncul muncul,negative
kak nampilin cover buku nya ya,positive
suka app nya oke baca buku gratis tambah ilmu saran moga baik koleksi buku lengkapkursor ngeblock kalimat nya nge bugkyk ngutip quotes bagus kursor nge bug block rapihkalo fitur baca teks nya ganti voice nya voice artikulasi nya inggris buku nya bahasa inggris kedengerannya aneh kesel paham bacain,neutral
akun pakai,neutral
aplikasi tibatiba log antri buku dasar duluan untunguntungan complain medsos respon akun aktif musti mana buku buka biar kecewa reviewnya parah nemu akun judol promosi home iya modus pinjam buku promosi,negative
cant log,neutral
halo min buku sihir perempuan karya intan paramaditha unduh responsenya found alas khusus kait izin penulispenerbit kait buku sembunyi cari buku ipusnas perihal izin selesai mohon baik files unduh buku terima kasih,positive
lots bugs borrowed books lost cant load even though signal good server server error,negative
halo app always stated java failed want download book,positive
ui nya susah bingung,negative
senang banget aplikasi pinjam baca buku online masuk email daftar ya tolong baik cepat terima kasih,positive
stupid application,neutral
bug nya ya suka logout account nya,positive
logout pas login lagi error mulu,negative
aplikasi bingung banget tulus copy sedia klik pinjam copy sedia tampil depan enak diimprove sih depan,positive
bangga sih pustaka indonesia jangkau fitur digital suka baca baca buku aplikasi plis update susah loginnya sekali login sampul buku terdisplay blank biru sampul buku asli tolong baik ya developer moga alam senang,positive
tolong baik aplikasi log kadang log samsek,positive
koleksi lumayan lengkap sayang appnya ngebug saran fitur wishlisttbr buku baca,negative
habis diupdate buku muncul gambar salah aplikasi hp ku,negative
baca buku tolong koleksi banyak hihihi,positive
aplikasi bantu kendala gagal unduh buku atas tolong admin kendala bugnya atas,negative
halo loading ya pakai data seluler lancar ganti pakai wifi,positive
aplikasi tarik andai saran fitur reading list list buku pinjam baca bagus orang pengin baca buku pengin baca buku lupa judul cari kayak pinjam keep buku,negative
filter dasar terbit buku mohon baik android cover buku muncul repotrepot buka versi websitenya cover buku terima kasih,positive
update error suka logout buku unduh dadak unduh ulang aplikasi tutup,negative
versi pakai boox onyx,neutral
koleksi buku lengkap,neutral
pakai app syukur buku dokter hewan terima kasih ya,positive
kenapamya unduh buku pinjam hati aplikasi,negative
sih error mulu bulan buka kerja sih,negative
jelek,negative
pelit stock buku,negative
tambah stok love hypothesis ipusnas biji antri orang,positive
terima kasih sedia aplikasi mudah hemat baca buku baik aplikasi manfaat aplikasi,positive
error mulu heran,negative
koleksi buku mudah akses nyaman apps crash buka seringkali log ulang tanda kalimat sulit tulis diblock fitur baca guna temu buku tarik pinjam baca buku,positive
login ya review,positive
tolong baik login aplikasi bagus baca ebook gratis,positive
error maintenance orang notif kalao buku sedia sistem antri digilib developer belah buku error pinjam unduh buku viral copynya either orang syukur bantu ipusnas baca buku gratis uang moga keluh kesah komplen user ipusnas dengar staf perpusnas dibenerin app nya,negative
error log log,negative
app nya akses log,neutral
benerin aplikasi nya please anjir masuk kali masuk kapai,negative
mohon kembang,neutral
jelek banget error baca buku sulit,negative
nge lag app nya,neutral
bulan aplikasi baca buku lancar pakai loading unistall reinstall login masalah isi password,positive
bagus buka loading tolong ya admin coba uninstall masuk eh admin tolong selesai baca novel,positive
jelek banget pas buka ngeblank putih doang layar coba uninstall install pas pasuk akun pakai email beda coba daftar pakai email beda gabisaaa yaudah sih perintah asih dana kayak biar aplikasi dikit biar masyarakat pintar asdfghjkl,negative
honest review bad couldnt even come reasons wish app could run smooth libby app orang least like wattpad good quality books novels,positive
ipusnas turut bagus kecuali ui nya tarik file pdf sistem antri kacau sistem antri nomor antri rebut antri ribu baca tau buku andal untung kasihan baca hasil pinjam buku populer moga timbang,negative
tolong banyak sedia buku,positive
kembali versi ram gb baca seharihari perangkat ebook reader ebook reader ram gb kecuali produk highend nya,positive
download buku,neutral
wow aplikasi keren,negative
hii first gon na sayang thanks bunch app sedia baca buku digital gratis aplikasi bagus berkat aplikasi baca buku pengin baca sedia kasih saran saran fitur dm aplikasi think gon na fun discuss bout books someone love books,positive
diupdate buka,neutral
bagus mudah ringan kaya fiturfitur bikin bosan berlamalama aplikasi ipusnas,negative
sinyal lancar hp lot putih home screen teross baca buku cari buku stuck situ kayak kena efisiensi kali baca ipusnas susah banget upgrade minimal baca buku oke uninstall instal tambah masuk akun tau password nya tau email masuk,negative
hai ipusnas kasih saran ipusnas sedia tema gelap,positive
kembang atur font size menu ubah foto profil terang hasil foto,positive
eror muter,negative
suka ngelag parah logout,negative
terima kasih,positive
aplikasi manfaat error loading login load buku,negative
cover gambar buku muncul,neutral
gagal unduh,negative
versi pakai ereader sayang banget,positive
bulan unduh buku apa mohon baik,neutral
fitur ipusnas baharu eror eror batas buku pinjam hilang rak pinjam pinjam habis buka buka buku unduh mohon baik,negative
versi bagus,negative
buku unduh tinggal baca unduh emosi malam baca unduh jaring bagus storage hp aman anehhhhhh,negative
sedih banget fasilitas milik negara kayak kualitas baca mood gara loading melulu koneksi internetnya bagus,negative
updateannya anehhhh ih bikin kesel,negative
adakan darkmode,neutral
sayang banget gagal download mulu,negative
totally cant read,neutral
sayang banget unduh e booknya koleksi oke,positive
selau tibatiba baca buatt buyar kelas aplikasi buat perintah kayak sih baik recruit orangorang kompeten,negative
read book even ive borrowed said download ive logout login even uninstall install back still download book,neutral
nice,positive
antri,neutral
semangat literasi indonesia,positive
baca download gagal ya antre deh pinjam banget kaya,positive
uninstall baca offline tibatiba logout install bagus fiturnya eror terima kasih tim developer,negative
tolong pustaka digital kelas negara lo kualitas jelek upaya kembang server upgrade aplikasi samasekali fitur bookmark aplikasi lewat lot wujud nyata upaya tingkat literasi masyarakat pustaka digital,negative
aplikasi bagus dukung e reader laya eink onyxboox meebook baca hp tablet bikin sakit mata tolong heavy reader kadang nyaman baca layar ledlcd,positive
trash app,neutral
kak tulis download gagal ya,neutral
aplikasi baca onyx boox oke pindah baca tablet samsung tab si eh tablet suka log masuk gin sih ipusnas,negative
sahaja install apps telefon malang buku pinjam download harap baik kadar,positive
aplikasi bagus kadang loadingnya buku pinjam kali muncul rak pinjam aplikasi mode gelap moga,negative
harap buku digital standar format google book menu bantu terjemah makna,positive
lemooooootttttttt,neutral
compatible lot ereader devices,negative
error pakai anggar pelihara aplikasi korupsi ya edit login pakai wifi,negative
jelek banget suka error,negative
aplikasi bagus guna minggu download buku pinjam tolong baik,neutral
cant change theme color,neutral
buku harlequin koleksi istimewa inheritance shame belenggu skandal karya hewitt pinjam unduh coba berkalikali install ulang aplikasi ipusnasnya refresh jaring klik unduh tera muncul tulis download gagal mohon bantu terima kasih,negative
gagal unduh buku buku pinjam,negative
antri buku bulan,neutral
still download books almost wig please fix,negative
