final_text,sentimentLabel
forced close,negative
situs pustaka negara daftar susah ampunhapus aplikasi enggak malu ya,negative
appnya lancar akhirakhir ganggu ya,negative
still many bug cant open books,negative
always forced closed,negative
deh hari enggak buka kocak,negative
aplikasi tidak masuk aplikasi,neutral
apk buruk rusak sulit login negara kualitas buruk,negative
anggar gede maintenence enggak konsisten,negative
terkadang suka ngebug,negative
suddenly closed opened app better fix want borrow sum books plsthanks,positive
force close immediately lol,negative
aman login pas pakai aplikasi ulang kali,negative
susah banget kak minjem buku tera copy dipinjem muncul kalimat copy tidak sedia,negative
tolong aplikasi masalah coba buka web sebelumsebelumnya enggak tibatiba download app nya ganti app ponsel update versi baru enggak ngapangapain notif tidak koneksi internet buka app enggak bukan internet klik pinjam buku log coba log enggak log notif koneksi internet buruk,negative
please diperbaikidi android apknya mulu,negative
sistem eror baru eror enggak masuk aplikasi gaakan masalah,negative
update app versi baru kali searchingpinjam buku loading tombol pinjam unduh buku muncul banding versi app hasil pinjam unduh buku klik tombol baca app forced closed mohon baru bugs nya admin mngeluhkn review guna,neutral
updated app read book borrow keeps force closed,neutral
ive tried register tens thousands times ive downloaded app still cant register happening please fix app really annoying,negative
error loginnya versi baru terang update fix perihal bug macam,neutral
login enggak parah banget aplikasi perintah didananin pakai duit pajak jrlek banget,negative
misi developer bagus banget buka banget baca buku pas update nih aplikasi tutup enggak baca mohon masalah salah,negative
upgrade aplikasi tidak masuk tolong cepat masalah ya,negative
error,negative
buka tidak koneksi internet wifi kuota okeoke buka apk blank terang,neutral
nge bug mulu pakai laptop,negative
aplikasi enggak deteksi jaring pakai wifi lancar sinyal aplikasi notif enggak milik jaring tolong baik,neutral
whats wrong guyss baca doang kali update enggak pakai gaperlu update kah update masalah pr tolong masalah love banget ipusnas isi buku bagus thank sabi masalah biar enggak crash mulu,negative
permisi kak admin tolong ih aplikasi masalah ngerjain skripsi kendala enggak login padahak email sandi,neutral
bagus buku au baca aplikasnya jelek buka enggak pas login enggak ganggu mulu kayak,negative
forced close sih mohon masalah ya,negative
apk kocak habis update kagak buka samsek,negative
aplikasi error tidak login tidak jaring internet jaring internet tidak,neutral
jelek banget pleasee tampil ux loading banget,negative
used like app fact love read app login maybe month cant login,negative
habis update enggak buka aplikasi coba uninstall login error ngerjain tugas,neutral
halo kak enggak buka aplikasi ya update loading sebentar langsung tutup aplikasi otomatis,neutral
update crash enggak buka,neutral
lumayan suka app suka baca novel novel indonesia novel terjemah inggris pokok buku app benar bantu mes enggak buat overall pretty good untung nemu nih aplikasi cheers,positive
sedih banget pas login logout,negative
hii ipusnas nya terimakasih cipta aplikasi update baru nya bagus akun hilang bookworm riwayat baca antri buku hilang belum baca banya bug ya tolong masalah ya moga akun terimakasih semangat tim ipusnas,positive
force close,neutral
ipusnas alami error baca aplikasi ipusnas tidak dukung kena dampak efisiensi aplikasi tidak ubah tolong dengar keluh baca nikmat ipusnas,negative
ngecrash mulu nih ya kena bungka,negative
mohon maaf aplikasi tertutupkeluar tibatiba update mohon baik,neutral
woy apaansi mulu enggak buku enggak baca baca mulu erorrr muluuuu kesal,negative
habis update force close,negative
suka error baca buku tolong masalah ya habis update enggak buka deh tolong masalah baca buku digital hambat,negative
update enggak buka,neutral
crash parah update,negative
error update cant open app please fix,negative
jelek dikitdikit dikitdikit error dikitdikit update update error aplikasi enggak,negative
unresponsive,negative
enggak buka pas update hanas update atuh,negative
min update aplikasi forceclose muluu lanjut baca buku pinjam tempo tolong masalah minnn,negative
ya allah kemarin enggak baca loadingnya cover buku enggak muncul pas update auto pas buka appnya diupdate kerja buruk mohon masalah suka banget baca,negative
ampas banget aplikasi rakyat notabennya buat negara enggak buka miris niat banget mati literasi,negative
update version force close nih,negative
force close,neutral
diupdate enggak buka,neutral
aplikasi tergajelas habis diupdate eror,negative
baca buku orang aplikasi error,negative
habis update ngecrashhh,negative
barusan update buka langsung tutupclose diulangulang,neutral
crash,negative
diupdate enggak buka,neutral
suka tampil rapi gampang pakai habis diupdate enggak buka,positive
user sabar dunia jatuh guna aplikasi ipusnas,negative
update aplikasi tidak login tutup buka jaring tidak,neutral
update tidak buka,neutral
heran banget pustaka online indonesia baca susah ampun,negative
tolong sinkron bookmark web ipusnas aplikasi pindah device gampang lanjut baca tambah wish list baca min,neutral
cover buku enggak cari buku sesuai genre enggak muncul muncul,negative
kak enggak nampilin cover buku nya ya,negative
suka app nya oke baca buku gratis tambah ilmu saran moga masalah koleksi buku lengkapkursor ngeblock kalimat nya nge bugkyk ngutip quotes bagus kursor nge bug enggak block rapihkalo fitur baca teks nya ganti voice nya voice artikulasi nya inggris buku nya enggak bahasa inggris kedengerannya aneh kesel enggak paham bacain,positive
akun pakai,neutral
aplikasi tibatiba log antri buku tidak dasar duluan untunguntungan complain medsos enggak respon akun aktif musti mana buku tidak buka biar kecewa reviewnya parah nemu akun judol promosi home iya modus pinjam buku promosi,negative
cant log,negative
halo min buku sihir perempuan karya intan paramaditha unduh responsenya found alas khusus kait izin penulispenerbit kait buku sembunyi cari buku ipusnas perihal izin selesai tidak mohon masalah files unduh buku terima kasih,neutral
lots bugs borrowed books lost cant load even though signal good server server error,negative
halo app always stated java failed want download book,negative
ui nya susah bingung,negative
senang banget aplikasi pinjam baca buku online enggak masuk email daftar ya tolong masalah cepat terima kasih,positive
stupid application,negative
bug nya ya suka logout account nya,positive
logout pas login lagi error mulu,negative
aplikasi bingung banget tulus copy sedia klik pinjam copy tidak sedia tampil depan enak diimprove sih depan,negative
bangga sih pustaka indonesia jangkau fitur digital suka baca baca buku aplikasi plis update susah loginnya sekali login sampul buku tidak terdisplay blank biru tidak sampul buku asli tolong baik ya developer moga tidak alam senang,negative
tolong masalah aplikasi tidak log kadang enggak log samsek,negative
koleksi lumayan lengkap sayang appnya ngebug saran fitur wishlisttbr buku baca,positive
habis diupdate buku enggak muncul gambar salah aplikasi hp ku,neutral
baca buku tolong koleksi banyak hihihi,neutral
aplikasi bantu kendala gagal unduh buku belum atas tolong admin kendala bugnya atas,neutral
halo loading ya pakai data seluler lancar ganti pakai wifi tidak,neutral
aplikasi tarik andai saran fitur reading list list buku pinjam baca bagus orang pengin baca buku pengin baca buku enggak lupa judul cari kayak enggak pinjam keep buku,positive
filter dasar terbit buku mohon masalah android cover buku tidak muncul repotrepot buka versi websitenya cover buku terima kasih,neutral
update error suka logout buku unduh dadak unduh ulang aplikasi tutup,neutral
versi enggak pakai boox onyx,neutral
koleksi buku belum lengkap,negative
pakai app syukur buku dokter hewan terima kasih ya,neutral
kenapamya enggak unduh buku pinjam hati enggak aplikasi,neutral
sih error mulu bulan enggak buka kerja enggak sih,negative
jelek,negative
pelit stock buku,negative
tambah stok love hypothesis ipusnas biji antri orang,neutral
terima kasih sedia aplikasi mudah hemat baca buku masalah aplikasi manfaat aplikasi,positive
error mulu heran,negative
koleksi buku mudah akses nyaman apps crash tidak buka seringkali log ulang tanda kalimat sulit tidak tulis diblock tidak fitur baca guna temu buku tarik belum pinjam baca buku,neutral
enggak login ya review,negative
tolong masalah tidak login aplikasi bagus baca ebook gratis,negative
error maintenance orang belum notif kalao buku sedia sistem antri belum digilib developer belah buku error pinjam enggak unduh buku viral copynya either orang syukur bantu ipusnas baca buku gratis uang moga keluh kesah komplen user ipusnas dengar staf perpusnas masalah app nya,negative
error log tidak log,negative
app nya enggak akses enggak log,negative
benerin aplikasi nya please anjir enggak masuk kali masuk enggak kapai,negative
mohon kembang,neutral
jelek banget error baca buku sulit,negative
nge lag app nya,negative
bulan aplikasi baca buku lancar tidak pakai loading unistall reinstall login masalah isi password,neutral
bagus tidak buka loading tolong ya admin coba uninstall masuk eh enggak admin tolong belum selesai baca novel,neutral
jelek banget pas buka ngeblank putih doang layar coba uninstall install pas pasuk akun pakai email beda enggak coba daftar pakai email beda gabisaaa yaudah sih perintah asih dana kayak biar aplikasi dikit biar masyarakat pintar asdfghjkl,negative
honest review bad couldnt even come reasons wish app could run smooth libby app orang least like wattpad good quality books novels,positive
ipusnas turut bagus kecuali ui nya tarik file pdf sistem antri kacau sistem antri nomor antri rebut antri ribu baca tau buku andal untung kasihan baca enggak hasil pinjam buku populer moga timbang,negative
tolong banyak sedia buku,neutral
kembali versi ram gb baca seharihari perangkat ebook reader tidak ebook reader ram gb kecuali produk highend nya,neutral
enggak download buku,negative
wow aplikasi keren,positive
hii first gon na sayang thanks bunch app sedia baca buku digital gratis aplikasi bagus berkat aplikasi baca buku pengin baca enggak sedia kasih saran saran fitur dm aplikasi think gon na fun discuss bout books someone love books,positive
diupdate enggak buka,neutral
bagus mudah ringan kaya fiturfitur bikin enggak bosan berlamalama aplikasi ipusnas,positive
sinyal lancar hp enggak lot putih home screen teross enggak baca buku enggak cari buku stuck situ kayak kena efisiensi kali baca ipusnas susah banget upgrade minimal baca buku oke uninstall instal tambah enggak masuk akun tau password nya tau email enggak masuk,negative
hai ipusnas kasih saran enggak ipusnas sedia tema gelap,neutral
kembang atur font size menu enggak ubah foto profil terang hasil foto,neutral
eror muter,negative
suka ngelag parah logout,negative
terima kasih,positive
aplikasi manfaat error loading login tidak load buku tidak,neutral
cover gambar buku enggak muncul,neutral
gagal unduh,negative
versi enggak pakai ereader sayang banget,negative
bulan tidak unduh buku apa mohon masalah,negative
fitur ipusnas baharu eror eror batas buku pinjam hilang rak pinjam pinjam habis tidak buka buka buku enggak unduh mohon masalah,neutral
versi bagus,positive
buku unduh tinggal baca enggak unduh emosi malam baca enggak unduh jaring bagus storage hp aman anehhhhhh,positive
sedih banget fasilitas milik negara kayak kualitas baca enggak mood gara loading melulu koneksi internetnya bagus,negative
updateannya anehhhh ih bikin kesel,negative
adakan darkmode,neutral
sayang banget gagal download mulu,negative
totally cant read,negative
sayang banget enggak unduh e booknya koleksi oke,negative
selau tibatiba baca buatt buyar kelas aplikasi buat perintah kayak sih baik recruit orangorang kompeten,positive
read book even ive borrowed said download ive logout login even uninstall install back still download book,neutral
nice,negative
antri,neutral
semangat literasi indonesia,neutral
baca download gagal ya enggak antre deh pinjam banget kaya,negative
uninstall tidak baca offline tibatiba logout install bagus fiturnya enggak eror terima kasih tim developer,positive
tolong pustaka digital kelas negara lo kualitas jelek tidak upaya kembang server upgrade aplikasi samasekali fitur bookmark tidak aplikasi lewat lot wujud nyata upaya tingkat literasi masyarakat pustaka digital,negative
aplikasi bagus tidak dukung e reader laya eink onyxboox meebook baca hp tablet bikin sakit mata tolong heavy reader kadang enggak nyaman baca layar ledlcd,negative
trash app,negative
kak tulis download gagal ya,negative
enggak aplikasi baca onyx boox enggak oke pindah baca tablet samsung tab si eh tablet suka log enggak masuk gin sih ipusnas,negative
sahaja install apps telefon malang buku pinjam tidak download harap baik kadar,neutral
aplikasi bagus kadang loadingnya buku pinjam kali tidak muncul rak pinjam aplikasi mode gelap moga,positive
harap buku digital standar format google book menu bantu terjemah makna,neutral
lemooooootttttttt,negative
compatible lot ereader devices,negative
error tidak pakai anggar pelihara aplikasi korupsi ya edit enggak login pakai wifi,neutral
jelek banget suka error enggak,negative
aplikasi bagus guna minggu enggak download buku pinjam tolong masalah,neutral
cant change theme color,negative
buku harlequin koleksi istimewa inheritance shame belenggu skandal karya hewitt pinjam tidak unduh coba berkalikali install ulang aplikasi ipusnasnya refresh jaring tidak klik unduh tera muncul tulis download gagal mohon bantu terima kasih,neutral
gagal unduh buku buku pinjam,negative
antri buku bulan,neutral
still download books almost wig please fix,negative
aplikasi favorit baca e book legal koleksi lengkap gratis enggak gabut mati gaya kalo jalan terima kasih ipusnas baik,positive
tidak unduh file found,neutral
banget error,negative
tidak unduh buku,negative
kali kali logout login download aplikasi nya tidak pinjam buku app tolong bantu,neutral
habis ubah tampil jelek banget performa aplikasi kemarin unduh buku pinjam eror tidak buku buku coba tidak unduh,negative
bug parah,negative
aplikasi manfaat error kadang enggak unduh tolong masalah,neutral
enggak unduh masuk library,negative
buku tidak didownload kalo pakai ibi library perpusnas ajar pustakawan bank indonesia deh aplikasi,neutral
unduh tulis download failed masuk library tidak buka mohon masalah,negative
enggak unduh buku deh minjem halaman eror enggak nampilin gambar internet cepat,negative
ipusnas android susah akses loading,negative
great great would helpful wishlist button sok save books future reading update open app since app keep crashing,negative
bagus banget apk ya error mulu log login email gagal login email email enggak masuk akses web error jaring internet lancar banget enggak buka tolong masalah enggak kasihan orang baca hambat mulu gara enggak akses,negative
mention web pc app anjir,neutral
enggak login,negative
error mulu,negative
app kelas nasional bugnya unduh hilang enggak online enggak login please developer baik,neutral
kali bintang ucap terima kasih perangkat onyx boox note perangkat tidak dukung mohon dukung perangkat ereader milik terima kasih,neutral
ipusnas nih bagus jelek enggak login tolong masalah pakai email beda login enggak jelek banget aplikasi,negative
terimakasih ipusnas tolong tambah fitur wishlist,neutral
buku annes house dreams enggak dibukaa masalah,neutral
helpful satisfy thirst free knowledge,positive
tolong kasih fitur reply pesan ulas orang biar diskusi,neutral
many books corrupted cant downloaded,negative
eror parah,negative
contoh libby biar orang betah pakai ipusnas,neutral
tolong aplikasi error servernya muter log,negative
dont login,neutral
kenapasih banget eror ngebug,negative
surely ill uninstall garbage apps,negative
tolong aplikasi nya offline sinyal bagus,negative
daftar banget astaga jaring bagus banget,positive
tolong text field menu filter kategori tulis cari tulis awal si scroll,neutral
reset password enggak,negative
nice,negative
senangnyaa baca pinjam buku mudah buku moga depan fitur wishlistpenanda bukubuku rencana pinjam baca mudah terima kasih,positive
terimakasih ipusnas nikmat hp versi jadul tidak mendownload ikaltim dkk semangat tebar manfaat ya,neutral
tidak terima kode verifikasi aplikasi tidak coba puluh kali tidak masuk inbox spam email alamat email ipusnas tidak balas,neutral
aplikasi bagus kalo dar baca harap update depan tingkat aplikasi tambah fitur tanda buku baca alami kendala warna kalimat paragraf kesukitan,negative
aplikasi bagus manfaat,positive
keren,positive
buggy experience trying read,negative
terima kasih kembang app sharing shrsny masyarakat tidak app harap fitur wishlist buku belum pinjam simpan depan pinjam cari fitur arang tinggal klik nama arang tampil judul buku tulis arang moga masuk thanks,neutral
keren banget bagus ui uxnyaa know guys could better,positive
enggak log,negative
versi updatenya lot,neutral
experience pindah halaman enak alangkah baik tap sisi kanan halaman tap sisi kiri halaman,positive
ipusnas lambat banget ya log enggak minggu,negative
aplikasi favorit enggak buka kaget update buku hilang suka ngelag tolong masalah jujur versi bagus nyaman simple enggak susah akses,negative
bagus banget,positive
kalo mode baca tepi layar bersih ganggu banget kalo baca layar enggak penuh,negative
application reading books cant used ebooks onyx boox tab mini sih shame,negative
instead getting better actually gets downgraded book queue borrowing history dont appear lol bad app,negative
tolong banyak jim copyan buku antri,negative
improve nya bagus benerbener lag enggak buka bikin orang malas baca kemarin iseng download ulang enggak lag lumayan lancar aplikasi stillllll kalo baca log ulang enggak hilang histornya ganggu terima kasih dengar kritik masyarakat tunggu improve,positive
mantap keren,positive
baca buku unduh unduh terkadang unduh tidak download gagal,neutral
jelek banget nih ipusnasss kesini enggak layan update bagus erorr pinjem copy tidak sedia muluu pliss benerinnn sriusss,negative
cant open,negative
sih enggak ipusnas masalah bagus,neutral
collections kinda mehh barely find anything features working good unhighlight text ive selected select text already hard enough reason managed select text leave select menu results able move page please fix issues im rooting devs,negative
bagus banget update bug logout login data account hilang buku antri riwayat hilang cover buku buku enggak load aplikasi update bagus,positive
updating software ringan cepat terimakasih,neutral
ipusnas v bagus web based kalo hp reader android boox poke enggak baca browser ya tolong atas please,neutral
mohon maaf ipusnas keluh bug mohon masalah ganggu bug sebab halaman buku blankkosong baca apk lambat merespon terimakasih mohon tanggap kakak,neutral
apan kemarin muter doang,negative
aplikasi uji sabar banget muter mulu,negative
aplikasi bantu banget orang baca buku enggak beli fisik versi upgradenya benerbener bikin kesel uras sabar uninstall pls kalo belum ready upgrade stay old version enggak apa lancar bikin baca nyaman,positive
aplikasi parah log buka app log baca buku mesti download ulang parah download kadang error fitur bookmark enggak fungsi coming soon riwayat bacapinjam hapus,negative
baca buku unduh enggak buka muluu refresh macammm aplikasi bermasalahhh tolong gimanaaa pengin banget bacaa habis peminjamannyaa duh,negative
baru jelek cover buku enggak muncul buku available enggak pemberitahuan tampil bagus,negative
ipnusnas ya error mulu pls pikir internet ku enggak bagus uninstall download berkalikali error akhirakhir enggak notif tolong baik,negative
dear ipusnas mohon buku high demand tambah copynya tidak tunggu antri warga indonesia cap minat baca rendah global tambah beli buku fisik tidak daya beli rendah tolong dukung sadar tingkat literasi baca halang antri copy ebook,negative
login enggak error mulu ckckck,negative
better latest update,neutral
enggak login sih,negative
bad app,neutral
coba lihat aplikasi readera referensi bagus tarik baca alangkah baik filter buku pilih filter baca baca buku populer fontmohon opsi besar font buku pdf ubah epub,neutral
bugnya error bufferingnya scroll kadang halang fitur blok copy etc,negative
moga search engine nya masalah optimal search judul muncul,negative
oke,negative
updated mengupdate aplikasi ipusnas versi baru buruk terlogout susah login fitur notifikasi buku sedia hilang riwayat pinjam buku aco hapus buku pinjam download ulang tidak buka aplikasi buruk,negative
update enggak masuk akun mulu tolong masalah edit lancar minim error mohon tahan terimakasih,neutral
lag,positive
halo tambah fitur tts lengkap enggak highlighting langsung paragraf paragraf klik terima kasih jujur teks highlight nya suka hilang ya kasih bintang harap aplikasi,negative
app open,neutral
bad app,neutral
eror teroooos,negative
bagus banget baca buku gratis legal offline pinjam banyak minggu baca saban gengssoalnya kalo enggak lo unduh buku bintang kadang loading yeah enggak pengin unduh heheh ya sih,positive
enggak login daftar baik,negative
thought reading actually procedure rent book lol,negative
pilih buku populer antri interface baca buku mudah nyaman belum kendala apaapa,positive
uiux bagus filter buku susah enggak ngurut huruf aznya gagal unduh buku pinjem enggak baca developer tolong benerin bugnya,negative
log tampil tarik loading lambat rekomendasi tidak sesuai baca sulit eksplor buku genre menu cari fitur quote baca tarik kadang warna tulis backgroud tidak baca fitur antri buku tidak kerja rebut sesuai nomor antri tidak notifikasi tingkat,negative
eror enggak logout dst,negative
lancar gusy,negative
anything even register orang log,negative
,negative
reinstall app improved let sih could comfortable use,neutral
maju pustaka nasional ri,neutral
ui bagus banget progress ku hilang tolong update versi desktopnya salah usernya,negative
jelekkkkkk loading baca error bilang suruh benerin sistem orang indonesia rajin baca pus,negative
ya download buku gagal semenjak baharu enggak download buku otomatis enggak pinjem buku enggak baca aneh banget sih aplikasi,negative
jelek jelek jelek,negative
enggak buka,negative
suka tampil,neutral
lovehate ipusnas moga tingkat apknya enggak suka bikin logout tibatiba ngebug hari,negative
kecewa banget update buka apk mesti log bukubukunya enggak baca offline pas pinjam enggak apk buku unduh duh harap banget sistem masalah,negative
dont know describe feeling right version worst tahan previously please fix,negative
enak sih baca buku gratis navigasi bikin gemas pilih tap slide deh suka pindah nih cari halaman baca,positive
versi baru ipusnas nge bug akun mohon masalah biar baca nyaman baca app nya,neutral
error mulu enggak pinjem buku copy nya,negative
update baru aplikasi bikin enggak search pakai nama tulis ya plis butuh masalah biar ganti baca huhuhu antri banget,negative
update lot,neutral
capek banget versi baru niat baca buku lelah loading tampil beranda nyaman tampil tampil baru buang saking ribet nampilin mending banyak buku stock bingung asih tampil berita artikel hadeh,negative
update versi baru alam buruk,negative
enggak log kocak kirim data sila coba mulu koneksi kencang,negative
aplikasi bagus tidak versi baru buku tidak unduh pinjam semenjak baru aplikasi versi baru harap bug selesai baca sudahsudah,negative
banget error terang copy eh pas dipinjem enggak gapapa pakai app gratis,negative
buku tidak unduh tidak cari buku nama tulis judul susah tidak hafal judul buku,negative
minggu tidak unduh buku alas copy tidak sedia copy tera ratus,negative
tidak baca buku javascript error unduh,negative
kllo diseriusin nih aplikasi bantu banget cuman enggak political ngerjainnya,negative
lot bug fitur notif enggak fungsi tolong betul,negative
please back old version logout sedia copy buku pinjam klik pinjam error muncul tulis copy tidak sedia cari dasar nama author judul buku guna karya author tolong masalah aplikasi aplikasi versi terima kasih,neutral
orang indonesia maju kalo aplikasi baca kagak sistem kalo maksimal aplikasi guna plis deh adminnya baca ulas,negative
trouble mulu,negative
error update,negative
lumayan tidak buka ipusnas pas buka coba pinjam buku lihat salin enggak galat buku galat isi apk ipusnas tolong masalah ya developer eman banget tampil tarik fungsi enggak jalan,negative
jelek,negative
kerja aplikasi jelek banget loadingnya koneksi internet bagusbagus log log search bar pakai cari buku arang tinggal pasuk nama arang enggak pakai cari judul buku histori antri pinjam update aplikasi enggak simpan minjam buku copy nya enggak copy tidak sedia baik,negative
baru tidak dakses laku pc sebal,negative
baharu kacau tidak log tibatiba log rak buku riwayat tidak parah buku sedia tidak pinjam,negative
please fix bugs,negative
mohon sistem baik tolong,neutral
versi cari keywordnya susah enggak cari nama tulis banyak buku fiksi nyarinya nama tulis enggak hafal juduljudul buku pinjam terang salin tidak sedia situ tera salin baca tidak antri terang update sulit guna moga benah ya,negative
kalo antri buku enggak notif nya pas buku nya ready overall bagus,positive
bosok banget ya allah baca gratis,positive
pinjem copy tidak sedia copy,negative
app jelek error enggak buka,negative
coba pakai akun enggak log tolong masalah sistem aplikasi biar mudah akses complain enggak log sistem bulan error bangun literasi masyarakat kalo akses susah orang enggak pus,negative
tolong baik segalagalanya tidak komentar,negative
kecewa ipusnas semenjak ganti develop tuh jelek ipusnasnya akses pinjam buku pinjam buku login susah gilir login tipu stok apk copy sekiansekian gilir pinjam stok tidak like benar ampas nih apk,negative
aplikasi ipusnas problem ya baru versi tidak pinjam buku buku sedia copy pinjam muncul tulis copy tidak sedia coba kemarin tidak tidak baru mohon informasi terima kasih,neutral
jelek error,negative
lot bugs errors unnecessary updates dikeluhin guna update perihal buku antri biar masuk notifikasi bar bugs sisa ok rombak besarbesaran idk cant bear using anymore makenya repot berat,negative
kerjasama overdrive integrasi libby pakbu aplikasi banget servernya,positive
like aplication always error annoying,negative
sumpa deh aplikasi perintah nih enggak diharepin ya diupdate enggak orang enggak malas baca deh kelas apk ipusnas akses susah akses login buku sedia copy pliss tell whyyyyy gua capeeeeeekkk capeeekkk betull deh wni capeeeeeeeekkk please ipusnas kind beg,negative
diupgrade susah buka kayak enggak sinyal bagus,negative
habis update jelek banget enggak pinjem buku,negative
error please baik bug nya,negative
lot eror enggak buka stok enggak pinjam pinjam enggak buka tolong sistem masalah,negative
apknya jelekkk enggak download buku,negative
serius aplikasi milik perintah maaf ipusnas versi update buruk aplikasi log error riwayat pinjam hilang jejak tiga sayang koleksi buku enggak lengkap kuantitas enggak mumpuni sedih banget masyarakat melek literasi support perintah kualitas kayak mohon masalah terima kasih,negative
tolong masalah sayang banget koleksi buku bagus enggak dibacadiunduh versi tebaru enggak,negative
masalah akun tibatiba logout buku musti download ulang kali loading home sinyal stabil memory tibatiba buku enggak download buku pinjam pas download gagal coba buku hasil clear chace uninstall enggak ubah copy sedia sekian pas klik pinjam muncul tulis copy tidak sedia,negative
malas banget enggak download buku login banget enggak,negative
error loadingnya banget,negative
nih aplikasi error mulu deh heran,negative
cant download book,negative
suka update loading akses buku terbtas,neutral
pakbu syukur aplikasi tolong masalah apk tbtb log pas masuk loadingnya begitu kah enggak biaya masalah apk orang indonesia mumpuni bidang kasih rating butuh apk lihat ratingnya jelek segera masalah pakbu ipusnas jembatan bukan generasi suka baca harap,negative
salah aplikasi favorit baca sayang trouble sulit login tidak sinkron aplikasi perangkat dapat buku tidak buka detail buku copy sedia tidak sesuai cover buku tidak ekstra jeli beda buku hendak menu cari tidak fungsi mohon masalah ya sayang,negative
masuk aplikasi lot banget cari buku loadingnya pinjam buku tolong perhati eror tidak baca,negative
diupdate buruk unduh gagal,negative
bug,neutral
uiux bad cant borrow book,negative
tibatiba log login eror aplikasi lot loading cari buku rekomendasi ribet tolong masalah tingkat kerja aplikasi biar guna minat baca tambah bukan kurang sebel aplikasi,negative
update ux nya buruk ux versi sayang ui nya bagus sayang tidak notifikasi update buku kembali susah cek update gemas banget ipusnas couldnt expect want read let read pakai acara copy tidak sedia tulis copy baca unduh ulang sih capek tau enggak,negative
halo admin apps alat ajar aplikasi eror enggak unduh file buku enggak baca buku tekan tombol pinjam timbul tulis download gagal file found exception enggak tau kendala mana pinjam akun teman coba enggak ya min aplikasi lot tolong saran solusi terimakasih,neutral
aplikasi gagal jalan tugas tidak mendownload pinjam buku gimmick payah,negative
update jelekk najisss tau pengin rubah server lot susah baca bacaa,negative
benarbenar jelek aplikasi loading enggak buka,negative
update bikin lot parah banget eror buka rak pinjam enggak coba cari buku pinjam klik baca tampil masalah sistem operasi nya lot,negative
ipurnas bagus old version nya ganti new version logout tambah aplikasi lagging mohon masalah potensi aplikasi tingkat literarsi masyarakat,neutral
allah lot banget aplikasi baik kayak bikin emosi,positive
lambat loadingnya kadang log eror jaring bagus,negative
error,negative
tidak akses yerlogout login enggak tidak koneksi coba pakai paket data wifi enggak sedih deh buku rak hilang pinjam coba pinjam tombol unduh enggak hiks hiks,neutral
aplikasi bosok eror tross,negative
profile blank lot banget,negative
jelek banget update versi bukan bagus lot lot lot banget belum tidak bantu baca malas baca,negative
ipusnas mode lelet ampun enggak app nya ringan oke berat tolong cepat sayang banget koleksi buku bagus pleaselah app ipusnas akses orang daerah jaring internet batas jenis ponsel mending mode deh lancar model enggak doang fresh,positive
baru jelek lot log susah banget log bad,negative
loading,negative
aplikasi versi android berat loadingnya data nya update data hilang wishlistnya antri menu aplikasi versi desktop enggak login muat close app,negative
suka app nya bantu banget enggak pinjem buku fisik sayang loadingnya banget beranda seringkali baca unduh,positive
pinjam buku loadingnya tolong masalah ya versi klik halaman langsung pindah,neutral
interfacenya kembang enggak kes jadul versi loadingnya banget buka rak pinjam tunggu menit maksimal biar loadingnya cepat cepat interface baharu tampil bagus lot ampun,positive
tolong ya perintah tolong banget server big data apa awam enggak masalah banget enggak login error loadingnya ningkatin tingkat literasi anak bangsa platform milik negara kayak buku tuh harga mahal yhaa jujur enggak murah kantong platform baca murah mudah sulit kayak kembang,negative
loadingnya parah sih banget jaring stabil,negative
update buku enggak load cari judul enggak pinjam update enggak login sih,neutral
tolong pajak baik aplikasi,neutral
tampil bagus performa hancur masuk akun lambat loading homepage parah lambat loading homepage buku loading kacau aplikasi,negative
app crashes whenever try open,negative
never good experience always kicked account said token revoked neverending buffering best app want sih neverending buffering,positive
best,positive
lot,neutral
leley kali buka aplikasi buku buku bagus,neutral
lot banget siihhhh,negative
halo ipunas senang ui ipusnas fresh kurang aplikasi tidak sedia huawei moga update perangkat huawei akses,neutral
error,negative
tolong tidak akses aplikasi blank profil blank ya bukan guna keluh sedihhhh baca buku,negative
kocagggg idah update lagbug dahal internet lancarrr nih orang orang malas ber literasi kocagg banget bulan update kagak baca buku nih minimal kalo majuin sdm tolong dah ya fasilitas mendukug pada kocaggg menit muter muter enggak karuan woilah tolong ya bug lag parah dahal internet nya lancarr,negative
loadingnya,negative
buka muncul blank space log ulang tolong masalah,neutral
loading internet bagus aplikasi loading,positive
bugs errors crazy please fix asap,negative
,negative
loading take ages,negative
please aplikasi masalah banget erorrr bikin mood baca hilang kalo nyaman pakai ganti rating,negative
update tampil ubah jelek uxnya aplikasi history pinjam tidak data tidak akses aplikasi kecewa aplikasi force stop malam terang connection dls found wifi lancar,negative
parah loading banget internet lancar history buku pinjam enggak dll enggak nyaman banget,negative
loading cari lamaa sinyal bagus,negative
apk versi baru jelek masuk apk log login loading blank space keburu cspe tunggu nya blank space nya tolong masalah,negative
update bagus banget loadingnya enggak unduh buku unduh buku,positive
enggak buka kali reinstall butuh banget buku buka website ipusnas pc,negative
ayo aplikasi berat simple,negative
jelek,negative
sir pls whats going update tried reading borrowed book nothing like page buffering well tried waiting end book doesnt pop ui design looks lit tho,positive
suka tampil lot ya,neutral
firstid like sayang thank providing us sok many good books free pinjam minggu tuh budek banget ya suruh benerin appnya error mulu minggu loading buka pc mulu sih fix app nyiptain app pakai pajak bayar dengar user,negative
